node_id	namespace	identifier	name	type
4785	umls	C0024248	Lymphocele	phenotype
4786	umls	C0036220	Kaposi's sarcoma	phenotype
4787	umls	C0549334	Parotid duct obstruction	phenotype
4788	umls	C0588128	Implant infection	phenotype
4789	umls	C0687675	Pregnancy loss	phenotype
4790	umls	C0854567	Complications of transplant surgery	phenotype
4791	umls	C0877117	Cytomegalovirus gastritis	phenotype
4792	umls	C0877305	Postoperative wound complication	phenotype
4793	umls	C1096691	BK virus infection	phenotype
4794	pubchem.compound	4274	Tetrofosmin	approved drug
4795	pubchem.compound	4409	Nabumetone	approved drug
4796	pubchem.compound	39147	Nadolol	approved drug
4797	umls	C0542175	Rash pemphigoid	phenotype
4798	pubchem.compound	5311304	Nalbuphine	approved drug
4799	pubchem.compound	4421	Nalidixic acid	approved drug
4800	umls	C0155001	Subjective visual disturbances	phenotype
4801	pubchem.compound	4422	NALMEFENE-HCl	chemical
4802	umls	C0033936	Alcoholic psychosis	phenotype
4803	umls	C0233774	Somatic hallucination	phenotype
4804	umls	C0236663	Alcohol withdrawal syndrome	phenotype
4805	pubchem.compound	5284596	Naloxone	approved drug
4806	umls	C0524662	Dependence on opiates	phenotype
4807	pubchem.compound	5360515	Naltrexone	approved drug
4808	umls	C0002395	Dementia Alzheimer's type	phenotype
4809	umls	C0018839	Heat exhaustion	phenotype
4810	umls	C0035302	Retinal artery occlusion	phenotype
4811	umls	C0149642	Cervical adenitis	phenotype
4812	umls	C0162423	Miliaria rubra	phenotype
4813	umls	C0221758	Stiff back	phenotype
4814	umls	C0239783	Groin pain	phenotype
4815	umls	C0426623	Excessive flatulence	phenotype
4816	umls	C0860945	Creatinine normal	phenotype
4817	umls	C0853035	Blood creatinine normal	phenotype
4818	umls	C0948396	Frequent headaches	phenotype
4819	umls	C1290398	Cerebral arterial aneurysm	phenotype
4820	umls	C0007766	Intracranial aneurysm	phenotype
4821	pubchem.compound	9677	Nandrolone decanoate	approved drug
4822	umls	C0151628	Epiphyses premature fusion	phenotype
4823	umls	C1142159	Intentional misuse	phenotype
4824	pubchem.compound	4436	Naphazoline	approved drug
4825	pubchem.compound	4440	Naratriptan	approved drug
4826	umls	C0002963	Prinzmetal angina	phenotype
4827	umls	C0030521	Parathyroid tumour	phenotype
4828	umls	C0034183	Pyelitis	phenotype
4829	umls	C0035435	Rheumatism	phenotype
4830	umls	C3495832	Rheumatic disorder	phenotype
4831	umls	C0541879	Detachment psychological	phenotype
4832	umls	C0751466	Phonophobia	phenotype
4833	umls	C0948521	Oral pruritus	phenotype
4834	umls	C2349423	Medication overuse headache	phenotype
4835	pubchem.compound	5311309	Nateglinide	approved drug
4836	pubchem.compound	4449	Nefazodone	approved drug
4837	umls	C0553731	PRL increased	phenotype
4838	pubchem.compound	4450	Nefopam	approved drug
4839	pubchem.compound	64143	Nelfinavir	approved drug
4840	pubchem.compound	8378	Framycetin	approved drug
4841	pubchem.compound	4456	Neostigmine	approved drug
4842	umls	C1142172	Incision site complication	phenotype
4843	umls	C1262038	Post procedural nausea	phenotype
4844	umls	C1736186	Postoperative shivering	phenotype
4845	pubchem.compound	4463	Nevirapine	approved drug
4846	umls	C0235046	Paraesthesia skin	phenotype
4847	umls	C0242648	Vertical infection transmission	phenotype
4848	umls	C0524909	Chronic hepatitis B	phenotype
4849	pubchem.compound	4473	AC1L1I8V	chemical
4850	pubchem.compound	4485	Nifedipine	approved drug
4851	umls	C0151190	Palpable purpura	phenotype
4852	umls	C0750272	Unilateral vision loss	phenotype
4853	umls	C1328327	Gastrooesophageal sphincter insufficiency	phenotype
4854	umls	C1959797	Allergic hepatitis	phenotype
4855	pubchem.compound	4493	Nilutamide	approved drug
4856	umls	C0236061	Haptoglobin increased	phenotype
4857	pubchem.compound	4497	Nimodipine	approved drug
4858	pubchem.compound	4499	Nisoldipine	approved drug
4859	umls	C0042485	Venous insufficiency	phenotype
4860	umls	C0231874	Wheezing inspiratory	phenotype
4861	umls	C0694547	Systolic ejection murmur	phenotype
4862	pubchem.compound	4506	Nitrazepam	approved drug
4863	umls	C0001957	Delirium tremens	phenotype
4864	umls	C0233746	Perceptual disturbance	phenotype
4865	umls	C0424323	Violent behavior	phenotype
4866	pubchem.compound	6604200	Nitrofurantoin	approved drug
4867	umls	C0042850	Vitamin B complex deficiency	phenotype
4868	pubchem.compound	4510	Nitroglycerin	approved drug
4869	umls	C0220854	Hyperpnea	phenotype
4870	umls	C0423618	Throbbing headache	phenotype
4871	umls	C0857400	Retrosternal discomfort	phenotype
4872	umls	C2230138	Pulse rate decrease marked	phenotype
4873	pubchem.compound	3033637	Nizatidine	approved drug
4874	pubchem.compound	6230	Norethisterone	approved drug
4875	umls	C0267412	Thrombosis mesenteric vessel	phenotype
4876	umls	C0312414	Spotting menstrual	phenotype
4877	umls	C0496870	Benign hepatic neoplasm	phenotype
4878	umls	C1112274	Genital discharge	phenotype
4879	umls	C3544094	Arterial thromboembolism	phenotype
4880	pubchem.compound	4539	Norfloxacin	approved drug
4881	umls	C0152183	Explosive personality disorder	phenotype
4882	umls	C0021776	Intermittent explosive disorder	phenotype
4883	umls	C0575805	Hand swelling	phenotype
4884	umls	C0858667	Urinary protein increased	phenotype
4885	umls	C0877440	Erythema periorbital	phenotype
4886	pubchem.compound	13109	Levonorgestrel	approved drug
4887	umls	C0001361	Acute tonsillitis	phenotype
4888	umls	C0007860	Cervicitis	phenotype
4889	umls	C0021899	IUD expelled	phenotype
4890	umls	C0030354	Papilloma	phenotype
4891	umls	C0042139	Uterine perforation	phenotype
4892	umls	C0042258	Vaginal neoplasm	phenotype
4893	umls	C0151281	Genital ulceration	phenotype
4894	umls	C0152964	Streptococcal sepsis	phenotype
4895	umls	C0235656	Uterine cervical lesion	phenotype
4896	umls	C0236167	IUD complication	phenotype
4897	umls	C0541976	Gas in stomach	phenotype
4898	umls	C0853203	Smear cervix normal	phenotype
4899	umls	C0853959	Device breakage	phenotype
4900	pubchem.compound	4543	Nortriptyline	approved drug
4901	pubchem.compound	65981	Repaglinide	approved drug
4902	umls	C1737211	Hypoglycaemic unconsciousness	phenotype
4903	pubchem.compound	4568	AC1L1IGG	chemical
4904	pubchem.compound	452723	D-Levofloxacin	experimental drug
4905	umls	C0018081	Gonorrhoea	phenotype
4906	umls	C0036916	Sexually transmitted disease	phenotype
4907	umls	C0149866	Chemical conjunctivitis	phenotype
4908	umls	C1096387	Chemical eye injury	phenotype
4909	umls	C0271412	Ear haemorrhage	phenotype
4910	umls	C0275524	Infection mixed	phenotype
4911	umls	C0860801	Glucose low	phenotype
4912	umls	C1096668	Instillation site irritation	phenotype
4913	umls	C1141893	Muscle enzyme increased	phenotype
4914	umls	C1565662	Acute renal insufficiency	phenotype
4915	pubchem.compound	4585	Olanzapine	approved drug
4916	umls	C0003910	Phonological disorder	phenotype
4917	umls	C0151757	Lenticular pigmentation	phenotype
4918	umls	C0151775	Injection site mass	phenotype
4919	umls	C0231710	Buttock pain	phenotype
4920	umls	C0747979	Increased prolactin level	phenotype
4921	umls	C0857501	Acute schizophrenia	phenotype
4922	umls	C0860942	Creatine increased	phenotype
4923	umls	C0877203	Respiratory tract infection viral	phenotype
4924	umls	C0920063	Uric acid high	phenotype
4925	umls	C1263960	Diabetic coma	phenotype
4926	umls	C0853011	Diabetic hyperglycaemic coma	phenotype
4927	umls	C1735647	Mixed liver injury	phenotype
4928	umls	C3203646	Bilirubin total decreased	phenotype
4929	umls	C0877336	Blood bilirubin decreased	phenotype
4930	umls	C3203661	Bilirubin total low	phenotype
4931	pubchem.compound	9568614	Esomeprazole	approved drug
4932	umls	C0007095	Carcinoid tumour	phenotype
4933	umls	C0013238	Dry eye syndrome	phenotype
4934	umls	C0043515	Zollinger-Ellison syndrome	phenotype
4935	umls	C0017150	Gastrinoma	phenotype
4936	umls	C0085576	Microcytic anaemia	phenotype
4937	umls	C0751711	Anterior ischemic optic neuropathy	phenotype
4938	umls	C2242595	Mucosal atrophy	phenotype
4939	umls	C0856088	Constipation aggravated	phenotype
4940	umls	C0858520	Serum gastrin increased	phenotype
4941	umls	C1096311	Mucosal discolouration	phenotype
4942	pubchem.compound	4595	Ondansetron	approved drug
4943	umls	C0017411	Genital disorder female	phenotype
4944	umls	C0520904	Nausea postoperative	phenotype
4945	umls	C1141863	Lymphocyte transformation test positive	phenotype
4946	pubchem.compound	3034010	Orlistat	approved drug
4947	umls	C0013369	Dysentery	phenotype
4948	umls	C0025319	Menopausal disorder	phenotype
4949	umls	C0278016	Faeces hard	phenotype
4950	umls	C0877605	Burning anal	phenotype
4951	pubchem.compound	4601	Orphenadrine	approved drug
4952	pubchem.compound	65028	Oseltamivir	approved drug
4953	umls	C0020162	Humerus fracture	phenotype
4954	umls	C0031157	Peritonsillar abscess	phenotype
4955	umls	C0041825	Tympanic membrane disorder	phenotype
4956	umls	C0541922	Eczema allergic atopic	phenotype
4957	pubchem.compound	4607	AC1L1IJM	chemical
4958	pubchem.compound	4609	NCGC00167798-01	chemical
4959	umls	C0235952	Diarrhoea, Clostridium difficile	phenotype
4960	umls	C0240991	Sensory ataxia	phenotype
4961	umls	C0877373	Advanced cancer	phenotype
4962	umls	C1328291	Dysaesthesia pharynx	phenotype
4963	umls	C1328466	Laryngopharyngeal dysesthesia	phenotype
4964	umls	C2748357	Abdominal aortic rupture	phenotype
4965	umls	C0003496	Aortic rupture	phenotype
4966	pubchem.compound	4614	Oxaprozin	approved drug
4967	pubchem.compound	4616	Oxazepam	approved drug
4968	pubchem.compound	5353853	Oxiconazole	approved drug
4969	pubchem.compound	4631	Oxprenolol	approved drug
4970	pubchem.compound	4634	Oxybutynin	approved drug
4971	umls	C0429774	Residual urine volume	phenotype
4972	umls	C1261562	Detrusor instability	phenotype
4973	pubchem.compound	5284603	Oxycodone	approved drug
4974	umls	C0948179	Postoperative constipation	phenotype
4975	umls	C2363914	Post procedural constipation	phenotype
4976	pubchem.compound	5281034	Oxymetholone	approved drug
4977	umls	C1608408	Malignant transformation	phenotype
4978	pubchem.compound	5284604	Oxymorphone	approved drug
4979	pubchem.compound	4649	Aminosalicylic Acid	approved drug
4980	umls	C0231529	Tendon pain	phenotype
4981	pubchem.compound	36314	Paclitaxel	approved drug
4982	umls	C0001418	Adenocarcinoma	phenotype
4983	umls	C0006112	Metabolic encephalopathy	phenotype
4984	umls	C0010418	Cryptosporidiosis infection	phenotype
4985	umls	C0149782	Squamous cell carcinoma of lung	phenotype
4986	umls	C0235068	Scintillating scotoma	phenotype
4987	umls	C0242231	Coronary artery stenosis	phenotype
4988	umls	C0263008	Skin fibrosis	phenotype
4989	umls	C0271321	Madarosis	phenotype
4990	umls	C0346647	Malignant neoplasm of pancreas	phenotype
4991	umls	C0235974	Pancreatic carcinoma	phenotype
4992	umls	C0522214	Visual evoked potentials abnormal	phenotype
4993	umls	C0524702	Pulmonary thromboembolism	phenotype
4994	umls	C0549229	Nail discomfort	phenotype
4995	umls	C0751576	Vocal cord paresis	phenotype
4996	umls	C0849925	Ventricular failure	phenotype
4997	umls	C0857144	Metastatic pain	phenotype
4998	umls	C0877183	Nail bed tenderness	phenotype
4999	umls	C1292769	B-cell type acute leukaemia	phenotype
5000	umls	C1306587	Encephalopathy acute	phenotype
5001	umls	C1167945	Infusion site rash	phenotype
5002	pubchem.compound	4673	57248-88-1	chemical
5003	umls	C0017668	Focal segmental glomerulosclerosis	phenotype
5004	umls	C0031090	Periodontal disease	phenotype
5005	umls	C0235140	Drug maladministration	phenotype
5006	umls	C1536055	Drug administration error	phenotype
5007	umls	C0262494	Gangrenous cholecystitis	phenotype
5008	umls	C1262168	Cholecystitis infective	phenotype
5009	umls	C0853314	Soft tissue inflammation	phenotype
5010	pubchem.compound	441289	Pancuronium	approved drug
5011	umls	C0235055	Skeletal muscle paralysis	phenotype
5012	pubchem.compound	4678	DL-Panthenol	chemical
5013	pubchem.compound	4679	Pantoprazole	approved drug
5014	umls	C0162292	External ophthalmoplegia	phenotype
5015	umls	C0235340	Buccal inflammation	phenotype
5016	umls	C0239885	Headache dull	phenotype
5017	umls	C0542237	Thrombophlebitis injection site	phenotype
5018	umls	C0549450	Oesophageal reflux aggravated	phenotype
5019	umls	C0852878	Non-accidental injury	phenotype
5020	pubchem.compound	4680	Papaverine	approved drug
5021	pubchem.compound	165580	Paromomycin	approved drug
5022	pubchem.compound	43815	Paroxetine	approved drug
5023	umls	C0006370	Bulimia	phenotype
5024	umls	C2267227	Bulimia nervosa	phenotype
5025	umls	C0013537	Eclampsia	phenotype
5026	umls	C0017412	Genital disorder male	phenotype
5027	umls	C0023051	Laryngeal disorder	phenotype
5028	umls	C0023434	Chronic lymphocytic leukaemia	phenotype
5029	umls	C0034040	Postpartum disorder	phenotype
5030	umls	C0038986	Sweat gland disorder	phenotype
5031	umls	C0040427	Tooth malformation	phenotype
5032	umls	C0042138	Uterine neoplasm	phenotype
5033	umls	C0151511	Breast atrophy	phenotype
5034	umls	C0151526	Premature delivery	phenotype
5035	umls	C0021294	Premature baby	phenotype
5036	umls	C0151639	Fertility female decreased	phenotype
5037	umls	C0221278	Anisocytosis	phenotype
5038	umls	C0232981	Spermatogenesis arrest	phenotype
5039	umls	C0274714	Adrenergic syndrome	phenotype
5040	umls	C0600139	Prostate carcinoma	phenotype
5041	umls	C0860160	Diabetes mellitus inadequate control	phenotype
5042	umls	C0860661	Oppositional	phenotype
5043	umls	C0027562	Negativism	phenotype
5044	umls	C0877237	Traumatic fracture	phenotype
5045	umls	C1112443	Male sexual dysfunction	phenotype
5046	umls	C1112573	Delayed orgasm	phenotype
5047	pubchem.compound	4695	P-4125	chemical
5048	pubchem.compound	37464	Penbutolol	approved drug
5049	pubchem.compound	4725	Penciclovir	approved drug
5050	pubchem.compound	5852	Penicillamine	approved drug
5051	umls	C0017665	Glomerulonephritis membranous	phenotype
5052	umls	C0037301	Skin wrinkling	phenotype
5053	umls	C0149704	Gingivostomatitis	phenotype
5054	umls	C0151981	Peptic ulcer reactivated	phenotype
5055	umls	C0221271	Elastosis perforans	phenotype
5056	umls	C0221348	Yellow nail syndrome	phenotype
5057	umls	C0240066	Iron deficiency	phenotype
5058	umls	C0403529	Goodpasture's syndrome	phenotype
5059	pubchem.compound	4730	AC1L1ITT	chemical
5060	pubchem.compound	4735	Pentamidine	approved drug
5061	umls	C0086066	Coryza	phenotype
5062	umls	C0206178	Cytomegalovirus retinitis	phenotype
5063	umls	C0877072	Cytomegalovirus chorioretinitis	phenotype
5064	umls	C0243010	Encephalitis viral	phenotype
5065	umls	C1328552	Extrapulmonary pneumocystosis	phenotype
5066	pubchem.compound	441278	Pentazocine	approved drug
5067	pubchem.compound	4737	Pentobarbital	approved drug
5068	pubchem.compound	439693	Pentostatin	approved drug
5069	pubchem.compound	4740	Pentoxifylline	approved drug
5070	umls	C1295715	Fibrinogen decreased	phenotype
5071	umls	C0854062	Blood fibrinogen decreased	phenotype
5072	pubchem.compound	47811	Pergolide	approved drug
5073	umls	C0151468	Thyroid adenoma	phenotype
5074	umls	C0268105	Uricaciduria	phenotype
5075	umls	C1704327	Bone sarcoma	phenotype
5076	pubchem.compound	4746	Perhexiline	approved drug
5077	umls	C0936254	Polyradiculoneuritis	phenotype
5078	pubchem.compound	4747	Periciazine	approved drug
5079	umls	C0264522	Pneumonia hypostatic	phenotype
5080	umls	C0338642	Toxic confusional state	phenotype
5081	pubchem.compound	4748	Perphenazine	approved drug
5082	umls	C0235648	Breast enlargement female	phenotype
5083	umls	C0857386	Nocturnal confusion	phenotype
5084	pubchem.compound	4756	Phenazopyridine	approved drug
5085	pubchem.compound	4763	Phenobarbital	approved drug
5086	umls	C0042880	Vitamin K deficiency	phenotype
5087	pubchem.compound	4768	Phenoxybenzamine	approved drug
5088	pubchem.compound	4771	Phentermine	approved drug
5089	umls	C0152171	Primary pulmonary hypertension	phenotype
5090	umls	C2973725	Pulmonary arterial hypertension	phenotype
5091	pubchem.compound	4775	Phenylbutyric acid	approved drug
5092	umls	C0149521	Pancreatitis chronic	phenotype
5093	pubchem.compound	6041	Phenylephrine	approved drug
5094	umls	C0041667	Underweight	phenotype
5095	pubchem.compound	26934	Phenylpropanolamine	approved drug
5096	umls	C0522046	Cough suppression	phenotype
5097	umls	C1096670	Antitussive therapy	phenotype
5098	pubchem.compound	4810	Moxonidine	approved drug
5099	pubchem.compound	5983	Physostigmine	approved drug
5100	pubchem.compound	5284607	Phylloquinone	approved drug
5101	pubchem.compound	5910	Pilocarpine	approved drug
5102	umls	C0024441	Macular hole	phenotype
5103	pubchem.compound	4828	Pindolol	approved drug
5104	umls	C0236036	Oculomucocutaneous syndrome	phenotype
5105	pubchem.compound	4829	Pioglitazone	approved drug
5106	umls	C0232097	Volume plasma increased	phenotype
5107	umls	C0085607	Volume blood increased	phenotype
5108	umls	C0855304	Glycosylated haemoglobin decreased	phenotype
5109	umls	C1261989	Hepatic enzyme decreased	phenotype
5110	pubchem.compound	4834	BAS 00444355	chemical
5111	umls	C0151569	Coombs direct test positive	phenotype
5112	pubchem.compound	4845	Pirbuterol	approved drug
5113	pubchem.compound	10607	Podofilox	approved drug
5114	umls	C0241069	Skin erosion	phenotype
5115	umls	C0854388	Caustic injury	phenotype
5116	umls	C0877094	Application site haemorrhage	phenotype
5117	pubchem.compound	4868	Polymyxin B sulfate	chemical
5118	pubchem.compound	4870	Polythiazide	approved drug
5119	pubchem.compound	119570	Pramipexole	approved drug
5120	umls	C0000735	Abdominal neoplasm	phenotype
5121	umls	C0006271	Bronchiolitis	phenotype
5122	umls	C0012624	Intervertebral discitis	phenotype
5123	umls	C0015645	Fasciitis	phenotype
5124	umls	C0016508	Congenital foot malformation	phenotype
5125	umls	C0017185	Gastrointestinal neoplasm	phenotype
5126	umls	C0018817	Atrial septal defect	phenotype
5127	umls	C0027404	Narcolepsy	phenotype
5128	umls	C0027858	Neuroma	phenotype
5129	umls	C0028432	Nasal disorder	phenotype
5130	umls	C0030508	Parasomnia	phenotype
5131	umls	C0032300	Lobar pneumonia	phenotype
5132	umls	C0085639	Fall	phenotype
5133	umls	C0085694	Cholecystitis chronic	phenotype
5134	umls	C0149793	Amaurosis fugax	phenotype
5135	umls	C0153452	Gallbladder cancer	phenotype
5136	umls	C0158026	Monarthritis	phenotype
5137	umls	C0233657	Flight of ideas	phenotype
5138	umls	C0234144	Dysgraphia	phenotype
5139	umls	C0235927	Vestibular ataxia	phenotype
5140	umls	C0265101	Carotid artery occlusion	phenotype
5141	umls	C0343026	Nail infection	phenotype
5142	umls	C0347197	Oral neoplasm benign	phenotype
5143	umls	C0520477	Prostatic adenoma	phenotype
5144	umls	C0521516	Polymyalgia	phenotype
5145	umls	C0852566	Sleep phase rhythm disturbance	phenotype
5146	umls	C0854193	Cognitive deterioration	phenotype
5147	umls	C0855247	Sleep attacks	phenotype
5148	umls	C1527249	Colorectal cancer	phenotype
5149	umls	C2242574	Compulsive sexual behaviour	phenotype
5150	umls	C2242575	Compulsive shopping	phenotype
5151	pubchem.compound	54687	Pravastatin	approved drug
5152	pubchem.compound	4891	Praziquantel	approved drug
5153	pubchem.compound	4893	Prazosin	approved drug
5154	pubchem.compound	5755	Prednisolone	approved drug
5155	umls	C0847631	Dry scalp	phenotype
5156	pubchem.compound	4895	PREDNISOLONE-21-ACETATE	chemical
5157	umls	C0015409	Eye penetration	phenotype
5158	pubchem.compound	4896	Metreton	chemical
5159	umls	C0149766	Purpura senile	phenotype
5160	umls	C0238309	Ischaemic neuropathy	phenotype
5161	umls	C0520474	Aseptic necrosis of bone	phenotype
5162	umls	C1456786	Paranoid state	phenotype
5163	pubchem.compound	5865	Prednisone	approved drug
5164	umls	C0032827	Potassium deficiency	phenotype
5165	umls	C0151510	Adrenal cortex atrophy	phenotype
5166	umls	C0342490	Adrenal atrophy	phenotype
5167	umls	C0272195	Eosinopenia	phenotype
5168	umls	C0406479	Steroid acne	phenotype
5169	umls	C0549634	Lipids abnormal	phenotype
5170	umls	C0701810	Long-term memory loss	phenotype
5171	umls	C2363722	Steroid psychosis	phenotype
5172	umls	C2987469	Substance-induced psychotic disorder	phenotype
5173	pubchem.compound	4906	Prilocaine	approved drug
5174	umls	C0474529	Haemoglobin normal	phenotype
5175	umls	C0728725	Low pH	phenotype
5176	umls	C0853028	Blood pH decreased	phenotype
5177	umls	C1096529	Carotid pulse	phenotype
5178	pubchem.compound	4908	Primaquine	approved drug
5179	pubchem.compound	4909	Primidone	approved drug
5180	pubchem.compound	4911	Probenecid	approved drug
5181	pubchem.compound	4913	Procainamide	approved drug
5182	umls	C0020455	Hypergammaglobulinaemia	phenotype
5183	umls	C0030587	Paroxysmal atrial tachycardia	phenotype
5184	umls	C0854059	pH urine decreased	phenotype
5185	pubchem.compound	4914	Procaine	approved drug
5186	umls	C0268379	Pseudocholinesterase deficiency	phenotype
5187	umls	C0270697	Lumbar puncture headache	phenotype
5188	umls	C1262010	Post lumbar puncture syndrome	phenotype
5189	pubchem.compound	4915	Procarbazine	approved drug
5190	umls	C0221281	Poikilocytosis	phenotype
5191	pubchem.compound	4917	Prochlorperazine	approved drug
5192	pubchem.compound	5994	Progesterone	approved drug
5193	umls	C0233481	Worry	phenotype
5194	umls	C0235641	Perineal pain female	phenotype
5195	umls	C0241618	Vaginal burning sensation	phenotype
5196	pubchem.compound	4923	Proguanil	approved drug
5197	pubchem.compound	4927	Promethazine	approved drug
5198	pubchem.compound	4932	Propafenone	approved drug
5199	umls	C0235480	Paroxysmal atrial fibrillation	phenotype
5200	umls	C0262428	Collagen-vascular disease	phenotype
5201	umls	C0340278	Atrial hypertrophy	phenotype
5202	umls	C0852628	Embolism arterial (limb)	phenotype
5203	umls	C0855931	Cardioactive drug level above therapeutic	phenotype
5204	umls	C0861148	Proarrhythmia	phenotype
5205	pubchem.compound	4934	Propantheline	approved drug
5206	pubchem.compound	4935	Proparacaine	approved drug
5207	umls	C0235263	Conjunctival congestion	phenotype
5208	umls	C0860516	Ground glass appearance	phenotype
5209	umls	C0920192	Descemetitis	phenotype
5210	pubchem.compound	4943	Propofol	approved drug
5211	umls	C0270075	Unspecified condition originating in the perinatal period	phenotype
5212	umls	C0278034	Cloudy urine	phenotype
5213	umls	C0424786	Postoperative fever	phenotype
5214	umls	C0428982	Nodal tachycardia	phenotype
5215	umls	C0852885	Bucking	phenotype
5216	umls	C0919569	Airway complication of anaesthesia	phenotype
5217	umls	C0860728	Osmolality increased	phenotype
5218	pubchem.compound	4946	Propranolol	approved drug
5219	umls	C0239836	Paraesthesia hand	phenotype
5220	umls	C0877056	Hypoglycaemic seizure	phenotype
5221	umls	C1704436	Peripheral arterial disease	phenotype
5222	umls	C1306889	Peripheral arterial occlusive disease	phenotype
5223	pubchem.compound	4976	Protriptyline	approved drug
5224	pubchem.compound	708857	Pyrantel	approved drug
5225	pubchem.compound	4991	Pyridostigmine	approved drug
5226	umls	C0393947	Cholinergic crisis	phenotype
5227	umls	C0549428	Nicotinic effects	phenotype
5228	pubchem.compound	4992	Mepyramine	approved drug
5229	pubchem.compound	4993	Pyrimethamine	approved drug
5230	umls	C0155964	Atrophic glossitis	phenotype
5231	pubchem.compound	4999	Quazepam	approved drug
5232	pubchem.compound	5002	Quetiapine	approved drug
5233	umls	C0235475	Electrocardiogram QRS complex prolonged	phenotype
5234	umls	C0239819	Edema hands	phenotype
5235	umls	C0349217	Depressive episode	phenotype
5236	umls	C0427160	Parkinsonian gait	phenotype
5237	umls	C0743300	Urine drug screen positive	phenotype
5238	umls	C0743295	Drug screen positive	phenotype
5239	pubchem.compound	54892	Quinapril	approved drug
5240	pubchem.compound	5029	Rabeprazole	approved drug
5241	umls	C0022680	Polycystic kidney	phenotype
5242	umls	C0311245	Congenital cystic kidney disease	phenotype
5243	umls	C0520564	Ileal ulcer	phenotype
5244	umls	C1142446	Bicytopenia	phenotype
5245	pubchem.compound	9294	Ephedrine	approved drug
5246	pubchem.compound	5035	Raloxifene	approved drug
5247	pubchem.compound	5362129	Ramipril	approved drug
5248	umls	C0442856	Hypoperfusion	phenotype
5249	umls	C0679403	Vascular stenosis	phenotype
5250	pubchem.compound	3001055	Ranitidine	approved drug
5251	pubchem.compound	5284616	Sirolimus	approved drug
5252	umls	C0026918	Mycobacterial infection	phenotype
5253	umls	C0034050	Alveolar proteinosis	phenotype
5254	umls	C0151489	Arterial anomaly	phenotype
5255	umls	C0265935	Congenital arterial malformation	phenotype
5256	umls	C0151955	Decreased tolerance	phenotype
5257	umls	C0521854	Drug tolerance decreased	phenotype
5258	umls	C0267716	Incisional hernia	phenotype
5259	umls	C0392106	Hepatic artery thrombosis	phenotype
5260	umls	C0403592	Chronic allograft nephropathy	phenotype
5261	umls	C0432487	Post transplant lymphoproliferative disorder	phenotype
5262	umls	C1735634	Acute allograft rejection	phenotype
5263	pubchem.compound	32681	Rescinnamine	approved drug
5264	pubchem.compound	5770	Reserpine	approved drug
5265	pubchem.compound	37542	Ribavirin	approved drug
5266	umls	C0003950	Ascariasis	phenotype
5267	umls	C0011854	Type 1 diabetes mellitus	phenotype
5268	umls	C0036202	Sarcoidosis	phenotype
5269	umls	C0036203	Cutaneous sarcoidosis	phenotype
5270	umls	C0042170	Vogt-Koyanagi-Harada syndrome	phenotype
5271	umls	C0086227	Enterobiasis	phenotype
5272	umls	C0154822	Serous retinal detachment	phenotype
5273	umls	C0235228	Lacrimal gland disorder	phenotype
5274	umls	C0240897	Retinal exudates	phenotype
5275	umls	C0271053	Cotton wool spots	phenotype
5276	umls	C0494491	Mononeuropathy	phenotype
5277	umls	C0853142	CD4 lymphocytes decreased	phenotype
5278	umls	C1095967	Psychiatric evaluation abnormal	phenotype
5279	umls	C1096176	Mitochondrial toxicity	phenotype
5280	umls	C1096195	Thyroglobulin increased	phenotype
5281	umls	C1168134	Anti-thyroid antibody positive	phenotype
5282	umls	C1868843	Injection site dryness	phenotype
5283	umls	C2609174	Tongue pigmentation	phenotype
5284	pubchem.compound	5070	Riluzole	approved drug
5285	umls	C0001198	Acrodynia	phenotype
5286	umls	C0005967	Bone neoplasm	phenotype
5287	umls	C0014358	Pseudomembranous enterocolitis	phenotype
5288	umls	C0034072	Cor pulmonale	phenotype
5289	umls	C0151684	Granuloma skin	phenotype
5290	umls	C0151815	Mesenteric occlusion	phenotype
5291	umls	C0852679	Paraesthesia NEC	phenotype
5292	pubchem.compound	5071	Rimantadine	approved drug
5293	pubchem.compound	5073	Risperidone	approved drug
5294	umls	C0001916	Albinism	phenotype
5295	umls	C0004377	Automatism	phenotype
5296	umls	C0014858	Oesophageal motility disorder	phenotype
5297	umls	C0016522	Foramen ovale patent	phenotype
5298	umls	C0023976	Long QT syndrome	phenotype
5299	umls	C0030297	Pancreatic neoplasm	phenotype
5300	umls	C0151584	Injection site cyst	phenotype
5301	umls	C0175754	Corpus callosum agenesis	phenotype
5302	umls	C0221147	Platelet production decreased	phenotype
5303	umls	C0231471	Posture abnormal	phenotype
5304	umls	C0234952	Oropharyngeal spasm	phenotype
5305	umls	C0234953	Tongue spasm	phenotype
5306	umls	C0235551	Laryngotracheal oedema	phenotype
5307	umls	C0264009	Osteodystrophy	phenotype
5308	umls	C0271441	Otitis media chronic	phenotype
5309	umls	C0343494	Risus sardonicus	phenotype
5310	umls	C0392168	Emprosthotonus	phenotype
5311	umls	C0520821	Pleurothotonus	phenotype
5312	umls	C0521507	Injection site ulcer	phenotype
5313	umls	C0522336	Eye rolling	phenotype
5314	umls	C0857494	Unresponsive to stimuli	phenotype
5315	umls	C0919590	Injection site cellulitis	phenotype
5316	umls	C1141890	Long QT syndrome congenital	phenotype
5317	umls	C1142017	Glabellar reflex abnormal	phenotype
5318	umls	C1299624	Postural orthostatic tachycardia syndrome	phenotype
5319	umls	C1328377	Oculo-respiratory syndrome	phenotype
