chembl_id	drug_group	drugbank_id	inchikey	name	pubchem_id	smiles
CHEMBL689	approved	DB00742	FBPFZTCFMRRESA-KVTDHHQDSA-N	Mannitol	6251	C(C(C(C(C(CO)O)O)O)O)O
CHEMBL1200571	approved	DB00743	MXZROTBGJUUXID-UHFFFAOYSA-K	Gadobenic acid	131704172	C1=CC=C(C=C1)COCC(C(=O)O)N(CCN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])CC(=O)O.[Gd+3]
CHEMBL93	approved	DB00744	MWLSOWXNZPKENC-UHFFFAOYSA-N	Zileuton	60490	CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O
CHEMBL1373	approved	DB00745	YFGHCGITMMYXAQ-UHFFFAOYSA-N	Modafinil	4236	C1=CC=C(C=C1)C(C2=CC=CC=C2)S(=O)CC(=O)N
CHEMBL556	approved	DB00746	UBQYURCVBFRUQT-UHFFFAOYSA-N	Deferoxamine	2973	CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O
CHEMBL569713	approved	DB00747	STECJAGHUSJQJN-FWXGHANASA-N	Scopolamine	3000322	CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4
CHEMBL864	approved	DB00748	OJFSXZCBGQGRNV-UHFFFAOYSA-N	Carbinoxamine	2564	CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
CHEMBL622	approved	DB00749	NNYBQONXHNTVIJ-UHFFFAOYSA-N	Etodolac	3308	CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O
CHEMBL1194	approved	DB00750	MVFGUOIZUNYYSO-UHFFFAOYSA-N	Prilocaine	4906	CCCNC(C)C(=O)NC1=CC=CC=C1C
CHEMBL1106	approved	DB00751	WHWZLSFABNNENI-UHFFFAOYSA-N	Epinastine	3241	C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N
CHEMBL313833	approved	DB00752	AELCINSCMGFISI-UHFFFAOYSA-N	Tranylcypromine	5530	C1C(C1N)C2=CC=CC=C2
CHEMBL1256	approved	DB00753	PIWKPBJCKXDKJR-UHFFFAOYSA-N	Isoflurane	3763	C(C(F)(F)F)(OC(F)F)Cl
CHEMBL1095	approved	DB00754	SZQIFWWUIBRPBZ-UHFFFAOYSA-N	Ethotoin	3292	CCN1C(=O)C(NC1=O)C2=CC=CC=C2
CHEMBL38	approved	DB00755	SHGAZHPCJJPHSC-YCNIQYBTSA-N	Tretinoin	5538	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
CHEMBL496	approved	DB00756	ACGUYXCXAPNIKK-UHFFFAOYSA-N	Hexachlorophene	3598	C1=C(C(=C(C(=C1Cl)Cl)CC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl
CHEMBL2368925	approved	DB00757	UKTAZPQNNNJVKR-KJGYPYNMSA-N	Dolasetron	3033818	C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54
CHEMBL1771	approved	DB00758	GKTWGGQPFAXNFI-HNNXBMFYSA-N	Clopidogrel	60606	COC(=O)C(C1=CC=CC=C1Cl)N2CCC3=C(C2)C=CS3
CHEMBL1440	approved	DB00759	OFVLGDICTFRJMM-WESIUVDSSA-N	Tetracycline	54675776	CC1(C2CC3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O
CHEMBL127	approved	DB00760	DMJNNHOOLUXYBV-PQTSNVLCSA-N	Meropenem	441130	CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)N(C)C)C(=O)O)C(C)O
CHEMBL1200731	approved	DB00761	WCUXLLCKKVVCTQ-UHFFFAOYSA-M	Potassium chloride	4873	[Cl-].[K+]
CHEMBL481	approved	DB00762	UWKQSNNFCGGAFS-XIFFEERXSA-N	Irinotecan	60838	CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)C4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7
CHEMBL1515	approved	DB00763	PMRYVIKBURPHAH-UHFFFAOYSA-N	Methimazole	1349907	CN1C=CNC1=S
CHEMBL1201404	approved	DB00764	QLIIKPVHVRXHRI-CXSFZGCWSA-N	Mometasone	441335	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)Cl)C
CHEMBL1200862	approved	DB00765	NHTGHBARYWONDQ-JTQLQIEISA-N	Metyrosine	441350	CC(CC1=CC=C(C=C1)O)(C(=O)O)N
CHEMBL777	approved	DB00766	HZZVJAQRINQKSD-PBFISZAISA-N	Clavulanic acid	5280980	C1C2N(C1=O)C(C(=CCO)O2)C(=O)O
CHEMBL1201250	withdrawn	DB00767	JSZILQVIPPROJI-UHFFFAOYSA-N	Benzquinamide	2342	CCN(CC)C(=O)C1CN2CCC3=CC(=C(C=C3C2CC1OC(=O)C)OC)OC
CHEMBL1189432	approved	DB00768	JBIMVDZLSHOPLA-LSCVHKIXSA-N	Olopatadine	5281071	CN(C)CCC=C1C2=CC=CC=C2COC3=C1C=C(C=C3)CC(=O)O
CHEMBL1201263	approved	DB00769	FWFVLWGEFDIZMJ-FOMYWIRZSA-N	Hydrocortamate	84088	CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O
CHEMBL495	approved	DB00770	GMVPRGQOIOIIMI-DWKJAMRDSA-N	Alprostadil	149351	CCCCCC(C=CC1C(CC(=O)C1CCCCCCC(=O)O)O)O
	approved	DB00771	HOOSGZJRQIVJSZ-NNBUQUNQSA-N	Clidinium	2784	C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
CHEMBL1200468	approved	DB00772	JXSJBGJIGXNWCI-UHFFFAOYSA-N	Malathion	4004	CCOC(=O)CC(C(=O)OCC)SP(=S)(OC)OC
CHEMBL44657	approved	DB00773	VJJPUSNTGOMMGY-MRVIYFEKSA-N	Etoposide	36462	CC1OCC2C(O1)C(C(C(O2)OC3C4COC(=O)C4C(C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O
CHEMBL1763	approved	DB00774	DMDGGSIALPNSEE-UHFFFAOYSA-N	Hydroflumethiazide	3647	C1NC2=C(C=C(C(=C2)C(F)(F)F)S(=O)(=O)N)S(=O)(=O)N1
CHEMBL916	approved	DB00775	COKMIXFXJJXBQG-NRFANRHFSA-N	Tirofiban	60947	CCCCS(=O)(=O)NC(CC1=CC=C(C=C1)OCCCCC2CCNCC2)C(=O)O
CHEMBL1068	approved	DB00776	CTRLABGOLIVAIY-UHFFFAOYSA-N	Oxcarbazepine	34312	C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N
CHEMBL1201210	approved	DB00777	UVOIBTBFPOZKGP-UHFFFAOYSA-N	Propiomazine	4940	CCC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CC(C)N(C)C
CHEMBL1214185	approved	DB00778	RXZBMPWDPOLZGW-XMRMVWPWSA-N	Roxithromycin	6915744	CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O
CHEMBL5	approved	DB00779	MHWLWQUZZRMNGJ-UHFFFAOYSA-N	Nalidixic acid	4421	CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O
CHEMBL1089	approved	DB00780	RMUCZJUITONUFY-UHFFFAOYSA-N	Phenelzine	3675	C1=CC=C(C=C1)CCNN
CHEMBL1180725	approved	DB00782	VVWYOYDLCMFIEM-UHFFFAOYSA-N	Propantheline	4934	CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC3=CC=CC=C13)C(C)C
CHEMBL135	approved	DB00783	VOXZDWNPVJITMN-ZBRFXRBCSA-N	Estradiol	5757	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O
CHEMBL686	approved	DB00784	HYYBABOKPJLUIN-UHFFFAOYSA-N	Mefenamic acid	4044	CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
	approved	DB00785		Cryptenamine		
CHEMBL279785	investigational	DB00786	OCSMOTCMPXTDND-OUAUKWLOSA-N	Marimastat	119031	CC(C)CC(C(C(=O)NO)O)C(=O)NC(C(=O)NC)C(C)(C)C
CHEMBL184	approved	DB00787	MKUXAQIIEYXACX-UHFFFAOYSA-N	Acyclovir	2022	C1=NC2=C(N1COCCO)NC(=NC2=O)N
CHEMBL154	approved	DB00788	CMWTZPSULFXXJA-VIFPVBQESA-N	Naproxen	156391	CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)O
CHEMBL1200431	approved	DB00789	IZOOGPBRAOKZFK-UHFFFAOYSA-K	Gadopentetic acid	55466	CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.C(CN(CC(=O)O)CC(=O)[O-])N(CCN(CC(=O)O)CC(=O)[O-])CC(=O)[O-].[Gd+3]
CHEMBL1581	approved	DB00790	IPVQLZZIHOAWMC-QXKUPLGCSA-N	Perindopril	107807	CCCC(C(=O)OCC)NC(C)C(=O)N1C2CCCCC2CC1C(=O)O
CHEMBL1488	approved	DB00791	IDPUKCWIGUEADI-UHFFFAOYSA-N	Uracil mustard	6194	C1=C(C(=O)NC(=O)N1)N(CCCl)CCCl
CHEMBL1241	approved	DB00792	UFLGIAIHIAPJJC-UHFFFAOYSA-N	Tripelennamine	5587	CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2
CHEMBL1289	approved	DB00793	CTETYYAZBPJBHE-UHFFFAOYSA-N	Haloprogin	3561	C1=C(C(=CC(=C1Cl)Cl)Cl)OCC#CI
CHEMBL856	approved	DB00794	DQMZLTXERSFNPB-UHFFFAOYSA-N	Primidone	4909	CCC1(C(=O)NCNC1=O)C2=CC=CC=C2
CHEMBL421	approved	DB00795	NCEXYHBECQHGNR-QZQOTICOSA-N	Sulfasalazine	5359476	C1=CC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)NN=C3C=CC(=O)C(=C3)C(=O)O
CHEMBL1014	approved	DB00796	GHOSNRCGJFBJIB-UHFFFAOYSA-N	Candesartan cilexetil	2540	CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)C(=O)OC(C)OC(=O)OC6CCCCC6
CHEMBL770	approved	DB00797	JIVZKJJQOZQXQB-UHFFFAOYSA-N	Tolazoline	5504	C1CN=C(N1)CC2=CC=CC=C2
CHEMBL329592	approved	DB00798	CEAZRRDELHUEMR-UHFFFAOYSA-N	Gentamicin	3467	CC(C1CCC(C(O1)OC2C(CC(C(C2O)OC3C(C(C(CO3)(C)O)NC)O)N)N)N)NC
CHEMBL1657	approved	DB00799	OGQICQVSFDPSEI-UHFFFAOYSA-N	Tazarotene	5381	CCOC(=O)C1=CN=C(C=C1)C#CC2=CC3=C(C=C2)SCCC3(C)C
CHEMBL588	approved	DB00800	TVURRHSHRRELCG-UHFFFAOYSA-N	Fenoldopam	3341	C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
CHEMBL970	approved	DB00801	WYCLKVQLVUQKNZ-UHFFFAOYSA-N	Halazepam	31640	C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3)CC(F)(F)F
CHEMBL634	approved	DB00802	IDBPHNDTYPBSNI-UHFFFAOYSA-N	Alfentanil	51263	CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCN3C(=O)N(N=N3)CC)COC
CHEMBL407135	approved	DB00803	YKQOSKADJPQZHB-BRLOSWAASA-N	Colistin	131704173	CCC(C)CCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CCN)CC(C)C)CC(C)C)CCN)CCN)C(C)O
CHEMBL1123	approved	DB00804	CURUTKGFNZGFSE-UHFFFAOYSA-N	Dicyclomine	3042	CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2
CHEMBL278819	approved	DB00805	LDMWSLGGVTVJPG-UHFFFAOYSA-N	Minaprine	4199	CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3
CHEMBL628	approved	DB00806	BYPFEZZEUUWMEJ-UHFFFAOYSA-N	Pentoxifylline	4740	CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C
CHEMBL1196	approved	DB00807	KCLANYCVBBTKTO-UHFFFAOYSA-N	Proparacaine	4935	CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N
CHEMBL406	approved	DB00808	NDDAHWYSQHTHNT-UHFFFAOYSA-N	Indapamide	3702	CC1CC2=CC=CC=C2N1NC(=O)C3=CC(=C(C=C3)Cl)S(=O)(=O)N
CHEMBL1200604	approved	DB00809	BGDKAVGWHJFAGW-UHFFFAOYSA-N	Tropicamide	5593	CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2
CHEMBL1101	approved	DB00810	YSXKPIUOCJLQIE-UHFFFAOYSA-N	Biperiden	2381	C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
CHEMBL1643	approved	DB00811	IWUCXVSUMQZMFG-AFCXAGJDSA-N	Ribavirin	37542	C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N
CHEMBL101	approved	DB00812	VYMDGNCVAMGZFE-UHFFFAOYSA-N	Phenylbutazone	4781	CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3
CHEMBL596	approved	DB00813	PJMPHNIQZUBGLI-UHFFFAOYSA-N	Fentanyl	3345	CCC(=O)N(C1CCN(CC1)CCC2=CC=CC=C2)C3=CC=CC=C3
CHEMBL599	approved	DB00814	ZRVUJXDFFKFLMG-UHFFFAOYSA-N	Meloxicam	54677470	CC1=CN=C(S1)NC(=O)C2=C(C3=CC=CC=C3S(=O)(=O)N2C)O
CHEMBL23393	approved	DB00815	DBMJMQXJHONAFJ-UHFFFAOYSA-M	Sodium lauryl sulfate	3423265	CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
CHEMBL776	approved	DB00816	LMOINURANNBYCM-UHFFFAOYSA-N	Orciprenaline	4086	CC(C)NCC(C1=CC(=CC(=C1)O)O)O
CHEMBL291157	approved	DB00817	XBPZXDSZHPDXQU-UHFFFAOYSA-N	Rosoxacin	287180	CCN1C=C(C(=O)C2=C1C=C(C=C2)C3=CC=NC=C3)C(=O)O
CHEMBL526	approved	DB00818	OLBCVFGFOZPWHH-UHFFFAOYSA-N	Propofol	4943	CC(C)C1=C(C(=CC=C1)C(C)C)O
CHEMBL20	approved	DB00819	BZKPWHYZMXOIDC-UHFFFAOYSA-N	Acetazolamide	1986	CC(=O)NC1=NN=C(S1)S(=O)(=O)N
CHEMBL779	approved	DB00820	WOXKDUGGOYFFRN-IIBYNOLFSA-N	Tadalafil	110635	CN1CC(=O)N2C(C1=O)CC3=C(C2C4=CC5=C(C=C4)OCO5)NC6=CC=CC=C36
CHEMBL1316	approved	DB00821	PUXBGTOOZJQSKH-UHFFFAOYSA-N	Carprofen	2581	CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O
CHEMBL964	approved	DB00822	AUZONCFQVSMFAP-UHFFFAOYSA-N	Disulfiram	3117	CCN(CC)C(=S)SSC(=S)N(CC)CC
CHEMBL1200624	approved	DB00823	ONKUMRGIYFNPJW-KIEAKMPYSA-N	Ethynodiol diacetate	9270	CC(=O)OC1CCC2C3CCC4(C(C3CCC2=C1)CCC4(C#C)OC(=O)C)C
CHEMBL279898	approved	DB00824	SIQPXVQCUCHWDI-UHFFFAOYSA-N	Enprofylline	1676	CCCN1C2=C(C(=O)NC1=O)NC=N2
CHEMBL470670	approved	DB00825	NOOLISFMXDJSKH-KXUCPTDWSA-N	Levomenthol	16666	CC1CCC(C(C1)O)C(C)C
CHEMBL1200656	approved	DB00826	NCXMLFZGDNKEPB-FFPOYIOWSA-N	Natamycin	5284447	CC1CC=CC=CC=CC=CC(CC2C(C(CC(O2)(CC(CC3C(O3)C=CC(=O)O1)O)O)O)C(=O)O)OC4C(C(C(C(O4)C)O)N)O
CHEMBL1208	approved	DB00827	VDUWPHTZYNWKRN-UHFFFAOYSA-N	Cinoxacin	2762	CCN1C2=CC3=C(C=C2C(=O)C(=N1)C(=O)O)OCO3
CHEMBL1757	approved	DB00828	YMDXZJFXQJVXBF-STHAYSLISA-N	Fosfomycin	446987	CC1C(O1)P(=O)(O)O
CHEMBL12	approved	DB00829	AAOVKJBEBIDNHE-UHFFFAOYSA-N	Diazepam	3016	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
CHEMBL1201208	approved	DB00830	OOBHFESNSZDWIU-UHFFFAOYSA-N	Phenmetrazine	4762	CC1C(OCCN1)C2=CC=CC=C2
CHEMBL422	approved	DB00831	ZEWQUBUPAILYHI-UHFFFAOYSA-N	Trifluoperazine	5566	CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F
CHEMBL797	approved	DB00832	WLWFNJKHKGIJNW-UHFFFAOYSA-N	Phensuximide	6839	CN1C(=O)CC(C1=O)C2=CC=CC=C2
CHEMBL680	approved	DB00833	QYIYFLOTGYLRGG-GPCCPHFNSA-N	Cefaclor	51039	C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)N)C(=O)O)Cl
CHEMBL1276308	approved	DB00834	VKHAHZOOUSRJNA-GCNJZUOMSA-N	Mifepristone	55245	CC#CC1(CCC2C1(CC(C3=C4CCC(=O)C=C4CCC23)C5=CC=C(C=C5)N(C)C)C)O
CHEMBL811	approved	DB00835	ZDIGNSYAACHWNL-UHFFFAOYSA-N	Brompheniramine	6834	CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2
CHEMBL841	approved	DB00836	RDOIQAHITMMDAJ-UHFFFAOYSA-N	Loperamide	3955	CN(C)C(=O)C(CCN1CCC(CC1)(C2=CC=C(C=C2)Cl)O)(C3=CC=CC=C3)C4=CC=CC=C4
CHEMBL287631	experimental	DB00837	IBALRBWGSVJPAP-FXBPSFAMSA-N	Progabide	5361323	C1=CC(=CC=C1C(=C2C=C(C=CC2=O)F)NCCCC(=O)N)Cl
	approved	DB00838	YMTMADLUXIRMGX-RFPWEZLHSA-N	Clocortolone	5311052	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)Cl)C)F
CHEMBL817	approved	DB00839	OUDSBRTVNLOZBN-UHFFFAOYSA-N	Tolazamide	5503	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CCCCCC2
CHEMBL1201471	approved	DB00840		Hydroxypropyl cellulose		
CHEMBL926	approved	DB00841	JRWZLRBJNMZMFE-UHFFFAOYSA-N	Dobutamine	36811	CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
CHEMBL568	approved	DB00842	ADIMAYPTOBDMTL-UHFFFAOYSA-N	Oxazepam	4616	C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
CHEMBL502	approved	DB00843	ADEBPBSSDYVVLD-UHFFFAOYSA-N	Donepezil	3152	COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
CHEMBL895	approved	DB00844	NETZHAKZCGBWSS-CEDHKZHLSA-N	Nalbuphine	5311304	C1CC(C1)CN2CCC34C5C(CCC3(C2CC6=C4C(=C(C=C6)O)O5)O)O
CHEMBL1292	approved	DB00845	WDQPAMHFFCXSNU-BGABXYSRSA-N	Clofazimine	2794	CC(C)N=C1C=C2C(=NC3=CC=CC=C3N2C4=CC=C(C=C4)Cl)C=C1NC5=CC=C(C=C5)Cl
CHEMBL1201012	approved	DB00846	POPFMWWJOGLOIF-XWCQMRHXSA-N	Flurandrenolide	15209	CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
CHEMBL602	approved	DB00847	UFULAYFCSOUIOV-UHFFFAOYSA-N	Cysteamine	6058	C(CS)N
CHEMBL1454	approved	DB00848	HLFSDGLLUJUHTE-SNVBAGLBSA-N	Levamisole	26879	C1CSC2=NC(CN21)C3=CC=CC=C3
CHEMBL45029	approved	DB00849	ALARQZQTBTVLJV-UHFFFAOYSA-N	Methylphenobarbital	8271	CCC1(C(=O)NC(=O)N(C1=O)C)C2=CC=CC=C2
CHEMBL567	approved	DB00850	RGCVKNLCSQQDEP-UHFFFAOYSA-N	Perphenazine	4748	C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
CHEMBL476	approved	DB00851	FDKXTQMXEQVLRF-ZHACJKMWSA-N	Dacarbazine	5351166	CN(C)NN=C1C(=NC=N1)C(=O)N
CHEMBL1590	approved	DB00852	KWGRBVOPPLSCSI-WCBMZHEXSA-N	Pseudoephedrine	7028	CC(C(C1=CC=CC=C1)O)NC
CHEMBL810	approved	DB00853	BPEGJWRSRHCHSN-UHFFFAOYSA-N	Temozolomide	5394	CN1C(=O)N2C=NC(=C2N=N1)C(=O)N
CHEMBL592	approved	DB00854	JAQUASYNZVUNQP-USXIJHARSA-N	Levorphanol	5359272	CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)O
CHEMBL601	approved	DB00855	ZGXJTSGNIOSYLO-UHFFFAOYSA-N	Aminolevulinic acid	137	C(CC(=O)O)C(=O)CN
CHEMBL388751	approved	DB00856	MXOAEAUPQDYUQM-UHFFFAOYSA-N	Chlorphenesin	7697	C1=CC(=CC=C1OCC(CO)O)Cl
CHEMBL822	approved	DB00857	DOMXUEMWDBAQBQ-WEVVVXLNSA-N	Terbinafine	1549008	CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21
CHEMBL1582	illicit	DB00858	IKXILDNPCZPPRV-RFMGOVQKSA-N	Drostanolone	6011	CC1CC2(C(CCC3C2CCC4(C3CCC4O)C)CC1=O)C
CHEMBL1430	approved	DB00859	VVNCNSJFMMFHPL-VKHMYHEASA-N	Penicillamine	5852	CC(C)(C(C(=O)O)N)S
CHEMBL131	approved	DB00860	OIGNJSKKLXVSLS-VWUMJDOOSA-N	Prednisolone	5755	CC12CC(C3C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC34C)O
CHEMBL898	approved	DB00861	HUPFGZXOMWLGNK-UHFFFAOYSA-N	Diflunisal	3059	C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O
CHEMBL1520	approved	DB00862	SECKRCOLJRRGGV-UHFFFAOYSA-N	Vardenafil	110634	CCCC1=NC(=C2N1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)CC)OCC)C
CHEMBL1790041	approved	DB00863	VMXUWOKSQNHOCA-UHFFFAOYSA-N	Ranitidine	3001055	CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C
CHEMBL269732	approved	DB00864	QJJXYPPXXYFBGM-LFZNUXCKSA-N	Tacrolimus	445643	CC1CC(C2C(CC(C(O2)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C(CC(=O)C(C=C(C1)C)CC=C)O)C)C(=CC4CCC(C(C4)OC)O)C)O)C)OC)OC
CHEMBL3545985	approved	DB00865	YXKTVDFXDRQTKV-HNNXBMFYSA-N	Benzphetamine	5311017	CC(CC1=CC=CC=C1)N(C)CC2=CC=CC=C2
CHEMBL266195	experimental	DB00866	PAZJSJFMUHDSTF-UHFFFAOYSA-N	Alprenolol	2119	CC(C)NCC(COC1=CC=CC=C1CC=C)O
CHEMBL785	approved	DB00867	IOVGROKTTNBUGK-SJCJKPOMSA-N	Ritodrine	33572	CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O
CHEMBL1374379	approved	DB00868	MAFMQEKGGFWBAB-UHFFFAOYSA-N	Benzonatate	7699	CCCCNC1=CC=C(C=C1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
CHEMBL218490	approved	DB00869	IAVUPMFITXYVAF-XPUUQOCRSA-N	Dorzolamide	5284549	CCNC1CC(S(=O)(=O)C2=C1C=C(S2)S(=O)(=O)N)C
CHEMBL956	approved	DB00870	MDKGKXOCJGEUJW-UHFFFAOYSA-N	Suprofen	5359	CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
CHEMBL1760	approved	DB00871	XWTYSIMOBUGWOL-UHFFFAOYSA-N	Terbutaline	5403	CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
CHEMBL1755	approved	DB00872	IKENVDNFQMCRTR-UHFFFAOYSA-N	Conivaptan	151171	CC1=NC2=C(N1)CCN(C3=CC=CC=C32)C(=O)C4=CC=C(C=C4)NC(=O)C5=CC=CC=C5C6=CC=CC=C6
CHEMBL1200865	approved	DB14596	DMKSVUSAATWOCU-HROMYWEYSA-N	Loteprednol etabonate	9865442	CC12CC(C3C(C1CCC2(C(=O)OCCl)O)CCC4=CC(=O)C=CC34C)O
CHEMBL980	approved	DB00874	HSRJKNPTNIJEKV-UHFFFAOYSA-N	Guaifenesin	3516	COC1=CC=CC=C1OCC(CO)O
CHEMBL54661	approved	DB00875	NJMYODHXAKYRHW-DVZOWYKESA-N	Flupentixol	5281881	C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO
CHEMBL813	approved	DB00876	OROAFUQRIXKEMV-LDADJPATSA-N	Eprosartan	5281037	CCCCC1=NC=C(N1CC2=CC=C(C=C2)C(=O)O)C=C(CC3=CC=CS3)C(=O)O
CHEMBL413	approved	DB00877	QFJCIRLUMZQUOT-HPLJOQBZSA-N	Sirolimus	5284616	CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC
CHEMBL790	approved	DB00878	GHXZTYHSJHQHIJ-UHFFFAOYSA-N	Chlorhexidine	9552079	C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl
CHEMBL885	approved	DB00879	XQSPYNMVSIKCOC-NTSWFWBYSA-N	Emtricitabine	60877	C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F
CHEMBL842	approved	DB00880	JBMKAUGHUNFTOL-UHFFFAOYSA-N	Chlorothiazide	2720	C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2
CHEMBL1592	approved	DB00881	JSDRRTOADPPCHY-HSQYWUDLSA-N	Quinapril	54892	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O
CHEMBL2355051	approved	DB00882	GKIRPKYJQBWNGO-UHFFFAOYSA-N	Clomifene	2800	CCN(CC)CCOC1=CC=C(C=C1)C(=C(C2=CC=CC=C2)Cl)C3=CC=CC=C3
CHEMBL6622	approved	DB00883	MOYKHGMNXAOIAT-JGWLITMVSA-N	Isosorbide dinitrate	6883	C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-]
