pubchem_id	drugbank_id	chembl_id	name	drug_group	smiles
441478	DB03156	CHEMBL1159524	beta-D-glucuronic acid	experimental	O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O
446468	DB03157	CHEMBL176072	N,O-Didansyl-L-Tyrosine	experimental	[H][C@@](CC1=CC=C(OS(=O)(=O)C2=CC=CC3=C2C=CC=C3N(C)C)C=C1)(NS(=O)(=O)C1=CC=CC2=C1C=CC=C2N(C)C)C(O)=O
439444	DB03158		D-Myo-Inositol-1,4-Bisphosphate	experimental	O[C@H]1[C@@H](O)[C@@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1OP(O)(O)=O
447476	DB03159	CHEMBL96433	CRA_8696	experimental	NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(=C1[O-])C1=CC=CC=C1
445085	DB03160		N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate	experimental	[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(=O)CCCCCC(O)=O
447462	DB03161		Thymidine-5'-Diphospho-Beta-D-Xylose	experimental	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OP(O)(=O)O[C@@]1([H])OC[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N1C=C(C)C(O)=NC1=O
448652	DB03162	CHEMBL1232973	4-Hydroxy-1,2,5-Thiadiazole-3-Carboxylic Acid	experimental	OC(=O)C1=NSN=C1O
443231	DB03163		2-oxopropyl-CoM	experimental	CC(=O)CSCCS(O)(=O)=O
444453	DB03164		6-Amino-1-Methylpurine	experimental	C[N+]1=CNC2=NC=NC2=C1N
447358	DB03165		2-Dimethylamino-Ethyl-Diphosphate	experimental	CN(C)CCO[P@](O)(=O)OP(O)(O)=O
176	DB03166	CHEMBL539	Acetic acid	approved	CC(O)=O
11852	DB03167	CHEMBL1235157	Pentabromophenol	experimental	OC1=C(Br)C(Br)=C(Br)C(Br)=C1Br
131704230	DB03168		Nicotinamide Adenine Dinucleotide Cyclohexanone	experimental	[H][C@]1(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])([N+]3=CC=C(C(=C3)C(O)=N)[C@]3([H])CCCCC3=O)[C@]([H])(O)[C@]2([H])O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
131704231	DB03169		(S)-Hmg-Coa	experimental	[H][C@](O)(C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC([O-])=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP([O-])([O-])=O
444485	DB03170		Dephospho Coenzyme A	experimental	CC(C)(COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCS
3713	DB03171	CHEMBL74074	Indole-3-Propanol Phosphate	experimental	OP(O)(=O)OCCCC1=CNC2=C1C=CC=C2
6245	DB03172	CHEMBL267099	Tubercidin	experimental	NC1=NC=NC2=C1C=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
447478	DB03173	CHEMBL64579	CRA_10433	experimental	NC(=[NH2+])C1=CC=C2NC(=CC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-]
490	DB03174		Phosphonoacetaldehyde	experimental	OP(O)(=O)CC=O
1031	DB03175	CHEMBL14687	Propyl alcohol	approved	CCCO
9863447	DB03176	CHEMBL41036	KB-141	experimental	CC(C)C1=CC(OC2=C(Cl)C=C(CC(O)=O)C=C2Cl)=CC=C1O
11979	DB03177	CHEMBL157729	5-methylbenzimidazole	experimental	CC1=CC2=C(C=C1)N=CN2
6323502	DB03178		Guanosine-2',3'-Cyclophosphorothioate	experimental	[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]2([H])O[P@@](O)(=S)O[C@]12[H]
131704232	DB03179		Sinapoyl Coenzyme A	experimental	[H]\C(=C(\[H])C1=CC(OC)=C(O)C(OC)=C1)C(=O)SCCN=C(O)CCN=C(O)C1(O)[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@@]([H])(O)[C@]2([H])OP(O)(O)=O)C1(C)C
76635	DB03180		4,5-Dimethyl-1,2-Phenylenediamine	experimental	CC1=CC(N)=C(N)C=C1C
447271	DB03181	CHEMBL125381	2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione	experimental	CC(C)C1=CC(OC2=C(C)C=C(C=C2C)N2N=CC(=O)NC2=O)=CC=C1O
444883	DB03182		Alpha-Fluoro-Carboxymethyldethia Coenzyme a Complex	experimental	[H][C@](F)(CCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O)C(O)=O
656966	DB03183		1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester	experimental	CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(N)C=C1
5289579	DB03184		5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid	experimental	[H][C@]1(N)C[C@@]([H])(C)[C@@]([H])(N1)C(O)=O
5287841	DB03185		1-Beta-Ribofuranosyl-1,3-Diazepinone	experimental	[H][C@]1(CO)O[C@@]([H])(N2C=CC=CNC2=O)[C@]([H])(O)[C@]1([H])O
448108	DB03186	CHEMBL401150	U-Pi-a-Pi	experimental	[H][C@@]1(C[C@]([H])(OP(O)(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])(O)[C@]2([H])OP(O)(O)=O)[C@@]([H])(COP(O)(O)=O)O1)N1C=CC(O)=NC1=O
5289084	DB03187		6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid	experimental	[H][C@](CCCCC(O)=O)(CCSCN)SSCCO
131704233	DB03189		Cu-Cyclam	experimental	[Cu].C1CNCCNCCCNCCNC1
447970	DB03190		N-Octanoyl-B-D-Fructofuranosyl-a-D-Glucopyranoside,Sucrose Monocaproylate	experimental	[H][C@]1(COC(=O)CCCCCCC)O[C@@](CO)(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(O)[C@]1([H])O
447569	DB03191		3-Oxiran-2ylalanine	experimental	[H][C@](N)(C[C@@]1([H])CO1)C(O)=O
447877	DB03192		3r-Hydroxydecanoyl-Coa	experimental	[H][C@@](O)(CCCCCCC)CC(=O)SCCN=C(O)CCN=C(O)[C@]([H])(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
5281	DB03193	CHEMBL46403	Stearic acid	approved	CCCCCCCCCCCCCCCCCC(O)=O
7167925	DB03194	CHEMBL1234283	beta-L-methyl-fucose	experimental	[H][C@@]1(C)O[C@]([H])(OC)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O
447405	DB03195	CHEMBL1160619	Phosphoric Acid Mono-[3-Fluoro-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahyro-Furan-2-Ylmethyl] Ester	experimental	[H][C@]1(F)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O
151437	DB03196		4-Nitrophenyl-Ara	experimental	[H][C@@]1(CO)O[C@@]([H])(OC2=CC=C(C=C2)[N+]([O-])=O)[C@]([H])(O)[C@@]1([H])O
69736	DB03197	CHEMBL101541	6-Hydroxymethylpterin	experimental	NC1=NC2=NC=C(CO)N=C2C(=O)N1
449606	DB03198		Thio-Maltohexaose	experimental	[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]4([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]5([H])O[C@]([H])(CO)[C@@]([H])(S[C@@]6([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]6([H])O)[C@]([H])(O)[C@@]5([H])O)[C@]([H])(O)[C@@]4([H])O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
42627031	DB03199		4-Methoxy-E-Rhodomycin T	experimental	[H][C@@]1(C[C@]([H])(N(C)C)[C@]([H])(O)[C@]([H])(C)O1)O[C@@]1([H])C[C@](O)(CC)[C@]([H])(C(=O)OC)C2=C(O)C3=C(C(O)=C12)C(=O)C1=C(C=CC=C1OC)C3=O
446857	DB03200		7-Alpha-D-Ribofuranosyl-Purine-5'-Phosphate	experimental	[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=NC=NC=C23)[C@]([H])(O)[C@]1([H])O
92851	DB03201	CHEMBL171281	D-Cysteine	experimental	N[C@H](CS)C(O)=O
5289459	DB03202		2-[5-Methanesulfonylamino-2-(4-Aminophenyl)-6-Oxo-1,6-Dihydro-1-Pyrimidinyl]-N-(3,3,3-Trifluoro-1-Isopropyl-2-Oxopropyl)Acetamide	experimental	[H][C@](NC(=O)CN1C(=O)C(NS(C)(=O)=O)=CN=C1C1=CC=C(N)C=C1)(C(C)C)C(=O)C(F)(F)F
5280335	DB03203	CHEMBL67166	Sphingosine	experimental	[H]\C(CCCCCCCCCCCCC)=C(\[H])[C@@]([H])(O)[C@@]([H])(N)CO
66762	DB03204		5-(Aminomethyl)-2-Methylpyrimidin-4-Amine	experimental	CC1=NC=C(CN)C(N)=N1
1024	DB03205	CHEMBL1235421	Pyrroloquinoline Quinone	experimental	OC(=O)C1=CC2=C(N1)C1=C(N=C(C=C1C(O)=O)C(O)=O)C(=O)C2=O
29435	DB03206	CHEMBL307429	Duvoglustat	investigational	OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O
444698	DB03207		2-(Biphenyl-4-Sulfonyl)-1,2,3,4-Tetrahydro-Isoquinoline-3-Carboxylic Acid	experimental	[H][C@@]1(CC2=C(CN1S(=O)(=O)C1=CC=C(C=C1)C1=CC=CC=C1)C=CC=C2)C(O)=O
446509	DB03208		Beta-1,2,3,4,6-Penta-O-Galloyl-D-Glucopyranose	experimental	[H][C@@]1(COC(=O)C2=CC(O)=C(O)C(O)=C2)O[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@]([H])(OC(=O)C2=CC(O)=C(O)C(O)=C2)[C@]1([H])OC(=O)C1=CC(O)=C(O)C(O)=C1
4604	DB03209	CHEMBL181932	Oteracil	approved	OC(=O)C1=NC(=O)NC(=O)N1
75451	DB03210		4-Aminohydrocinnamic Acid	experimental	NC1=CC=C(CCC(O)=O)C=C1
4628690	DB03211		(3-Formyl-but-3-Enyl)-Phosphonic Acid	experimental	OP(O)(=O)CCC(=C)C=O
5288136	DB03212		4-Deoxyglucarate	experimental	[H][C@](O)(C[C@]([H])(O)[C@@]([H])(O)C([O-])=O)C([O-])=O
131704234	DB03213		Bis(5-Amidino-2-Benzimidazolyl)Methane Ketone	experimental	NC(=N)C1=CC2=C(C=C1)N=C(N2)C(=O)C1=NC2=C(N1)C=CC(=C2)C([NH3+])=[NH2+]
156126	DB03214		Vinylglycine	experimental	N[C@@H](C=C)C(O)=O
447989	DB03215		(2s,5s)-5-Carboxymethylproline	experimental	[H][C@@]1(CC(O)=O)CC[C@]([H])(N1)C(O)=O
5287610	DB03216		(1'R,2'S)-9-(2-Hydroxy-3'-Keto-Cyclopenten-1-yl)Adenine	experimental	NC1=NC=NC2=C1N=CN2[C@@H]1C=C[C@H](O)[C@H]1O
447531	DB03217		DPI59	experimental	[H][C@@](O)(C1=CC=CC2=CC=CC=C12)P(O)(O)=O
446801	DB03218	CHEMBL443455	N-Acetyl-N'-Beta-D-Glucopyranosyl Urea	experimental	[H][C@]1(CO)O[C@@]([H])(N=C(O)N=C(C)O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
5288114	DB03219		11-Deoxy-Beta-Rhodomycin	experimental	[H][C@]1(O)C[C@]([H])(O[C@]2([H])[C@]([H])(C)O[C@]([H])(C[C@]2([H])N(C)C)O[C@@]2([H])C[C@](O)(CC)[C@]([H])(O)C3=C2C(O)=C2C(=O)C4=C(C=CC=C4O)C(=O)C2=C3)O[C@@]([H])(C)[C@]1([H])O[C@@]1([H])CCC(=O)[C@@]([H])(C)O1
449013	DB03220	CHEMBL93560	FR233623	experimental	[H][C@@](C)(O)[C@@]([H])(CCC1=CC=CC2=C1C=CC=C2)N1C=NC(=C1)C(N)=O
4369101	DB03221		AL7099A	experimental	CN[C@@H]1CN(C2=CC(OC)=CC=C2)S(=O)(=O)C2=C1C=C(S2)S(N)(=O)=O
15993	DB03222	CHEMBL335538	dATP	experimental	NC1=NC=NC2=C1N=CN2[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
46936613	DB03223		Diphthamide	experimental	C[N+](C)(C)[C@@H](CCC1=NC(C[C@H](N)C(O)=O)=CN1)C(N)=O
131704235	DB03224		2-Formyl-Protoporphryn Ix	experimental	[Fe+4].[H]\C(O)=C1/C(C)=C2[N-]/C/1=C([H])\C1=C(C)[C@@]([H])(C=C)\C([N-]1)=C([H])\C1=C(C)C(CCC(O)=O)=C([N-]1)\C([H])=C1/[N-]/C(=C\2/[H])C(C)=C1CCC(O)=O
9060	DB03225	CHEMBL292303	D-Tryptophan	experimental	N[C@H](CC1=CNC2=CC=CC=C12)C(O)=O
6409	DB03226	CHEMBL116675	Trifluoroethanol	experimental	OCC(F)(F)F
6093202	DB03227		Nicotinamide Mononucleotide	experimental	NC(=O)C1=CC=C[N+](=C1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O
126690	DB03228	CHEMBL281812	5-[Bis-2(Chloro-Ethyl)-Amino]-2,4-Dintro-Benzamide	experimental	NC(=O)C1=C(C=C(C(=C1)N(CCCl)CCCl)[N+]([O-])=O)[N+]([O-])=O
70	DB03229	CHEMBL445647	2-Oxo-4-Methylpentanoic Acid	experimental	CC(C)CC(=O)C(O)=O
447832	DB03230		Adenosine-5'-Propylphosphate	experimental	[H][C@]1(COP(O)(=O)OCCC)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O
448408	DB03231	CHEMBL297273	3-(5-Amino-7-oxo-3,7-dihydro-2H-[1,2,3]triazolo[4,5-d]pyrimidin-2-yl)-N-(2-{[2-(hydroxymethyl)phenyl]sulfanyl}benzyl)benzamide	experimental	[H]N([H])C1=NC(=O)C2=NN(N([H])C2=N1)C1=CC=CC(=C1)C(=O)N([H])CC1=CC=CC=C1SC1=CC=CC=C1CO
5280832	DB03232		2-[(2e,6e,10e,14e,18e,22e,26e)-3,7,11,15,19,23,27,31-Octamethyldotriaconta-2,6,10,14,18,22,26,30-Octaenyl]Phenol	experimental	CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC\C(C)=C\CC1=CC=CC=C1O
162501	DB03233	CHEMBL1160597	Phosphoric Acid Mono-[3-Amino-5-(5-Methyl-2,4-Dioxo-3,4-Dihydro-2h-Pyrimidin-1-Yl)-Tetrahydro-Furan-2-Ylmethyl] Ester	experimental	[H][C@]1(N)C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(O)=NC1=O
445986	DB03234	CHEMBL65230	(4'-{[Allyl(Methyl)Amino]Methyl}-1,1'-Biphenyl-4-Yl)(4-Bromophenyl)Methanone	experimental	CN(CC=C)CC1=CC=C(C=C1)C1=CC=C(C=C1)C(=O)C1=CC=C(Br)C=C1
447977	DB03235		N-{3-[4-(3-aminopropyl)piperazin-1-yl]propyl}-3-(alpha-D-galactopyranosyloxy)-5-nitrobenzamide	experimental	[H][C@]1(CO)O[C@]([H])(OC2=CC(=CC(=C2)N(=O)=O)C(O)=NCCCN2CCN(CCCN)CC2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
46936619	DB03236		(2s)-4-(Beta-Alanylamino)-2-Aminobutanoic Acid	experimental	NCCC(=O)NCC[C@H](N)C(O)=O
5288442	DB03237		2,3-Dihydroxy-5-Oxo-Hexanedioate	experimental	O[C@@H](CC(=O)C([O-])=O)[C@@H](O)C([O-])=O
96595	DB03238		3,5-Difluoroaniline	experimental	NC1=CC(F)=CC(F)=C1
449394	DB03239		3',5'-Dinitro-N-Acetyl-L-Thyronine	experimental	[H][C@@](CC1=CC=C(OC2=CC(=C(O)C(=C2)[N+]([O-])=O)[N+]([O-])=O)C=C1)(NC(C)=O)C(O)=O
657004	DB03240	CHEMBL337577	(S)-2-Amino-3-(1,3,5,7-Pentahydro-2,4-Dioxo-Cyclopenta[E]Pyrimidin-1-Yl) Proionic Acid	experimental	N[C@@H](CN1C2=C(CCC2)C(=O)NC1=O)C(O)=O
5288719	DB03241		1-Amino-1-Carbonyl Pentane	experimental	[H][C@](N)(CCCC)C=O
445340	DB03242		P-Aminophenyl-Alpha-D-Galactopyranoside	experimental	[H][C@]1(CO)O[C@]([H])(OC2=CC=C(N)C=C2)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O
448749	DB03243	CHEMBL1232666	4-Fluorobenzylamine	experimental	[NH3+]CC1=CC=C(F)C=C1
49867722	DB03244		(S)-2-[4-(Aminomethyl)-1h-1,2,3-Triazol-1-Yl]-4-Methylpentanoic Acid	experimental	[H][C@@](CC(C)C)(N1C=C(CN)N=N1)C(O)=O
448575	DB03245		S-4-Nitrobutyryl-Coa	experimental	[H][C@](O)(C(O)=NCCC(O)=NCCSC(=O)CCCN(=O)=O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])OP(O)(O)=O
6857384	DB03246		Beta-L-Arabinose	experimental	OC[C@@H]1O[C@H](O)[C@H](O)[C@H]1O
643976	DB03247	CHEMBL1201794	Flavin mononucleotide	approved	CC1=CC2=C(C=C1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(O)(O)=O)C1=NC(=O)NC(=O)C1=N2
17754119	DB03248		2-(Phosphonooxy)Butanoic Acid	experimental	CC[C@@H](OP(O)(O)=O)C(O)=O
17754189	DB03249		2'-O-Methyl-3'-Methyl-3'-Deoxy-Arabinofuranosyl-Thymine-5'-Phosphate	experimental	[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C=C(C)C(=O)NC2=O)[C@]([H])(OC)[C@]1([H])C
22298966	DB03250		2-(Beta-D-Glucopyranosyl)-5-Methyl-1,3,4-Benzothiazole	experimental	[H][C@]1(CO)O[C@@]([H])(C2=NC3=CC(C)=CC=C3S2)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O
5289320	DB03251	CHEMBL164138	RWJ-51084	experimental	[H][C@@](CCCNC(N)=N)(NC(=O)C1CCCC1)C(=O)C1=NC2=C(S1)C=CC=C2
57449	DB03252	CHEMBL319497	D-Lysine	experimental	[H][C@@](N)(CCCCN)C(O)=O
2734054	DB03253		(2s)-Pyrrolidin-2-Ylmethylamine	experimental	NC[C@@H]1CCCN1
69590	DB03254	CHEMBL14145	4-Phenyl-1h-Imidazole	experimental	N1C=NC=C1C1=CC=CC=C1
996	DB03255	CHEMBL14060	Phenol	approved	OC1=CC=CC=C1
135548	DB03256	CHEMBL1232801	(6R)-Folinic acid	experimental	[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(NC[C@]2([H])CNC3=C(N2C=O)C(O)=NC(=N)N3)C=C1)C(O)=O
449201	DB03257	CHEMBL183817	5-[1-(Acetylamino)-3-Methylbutyl]-2,5-Anhydro-3,4-Dideoxy-4-(Methoxycarbonyl)Pentonic Acid	experimental	[H][C@@](CC(C)C)(NC(C)=O)[C@]1([H])O[C@]([H])(C[C@@]1([H])C(=O)OC)C(O)=O
65091	DB03258	CHEMBL560403	2'-Deoxycytidine 5'-triphosphate	experimental	NC1=NC(=O)N(C=C1)[C@H]1C[C@H](O)[C@@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)O1
446948	DB03259		2',6'-Dichloro-Biphenyl-2,6-Diol	experimental	OC1=CC=CC(=C1O)C1=C(Cl)C=CC=C1Cl
16402	DB03260	CHEMBL303004	1,6-Diaminohexane	experimental	NCCCCCCN
4369172	DB03262	CHEMBL353861	Al-6619, [2h-Thieno[3,2-E]-1,2-Thiazine-6-Sulfonamide,2-(3-Hydroxyphenyl)-3-(4-Morpholinyl)-, 1,1-Dioxide]	experimental	NS(=O)(=O)C1=CC2=C(S1)S(=O)(=O)N(C(CN1CCOCC1)=C2)C1=CC(O)=CC=C1
446272	DB03263		Thiocellobiose	experimental	[H][C@@]1(O)O[C@]([H])(CO)[C@@]([H])(S[C@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
165436	DB03264		Dodecyl-Coa	experimental	CCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12
3485	DB03266	CHEMBL1235482	Glutaral	experimental	O=CCCCC=O
447076	DB03267	CHEMBL120293	1-Allyl-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine	experimental	CCCCN1C2=C(NC(CC3=CC=C(NC(C)=O)C=C3)=N2)C(=O)N(CC=C)C1=O
5287443	DB03268	CHEMBL358866	RU82197	experimental	[H][C@@](CC1=CC(C=O)=C(C=C1)C(O)=O)(N=C(C)O)C(O)=N[C@@]1([H])CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O
131704236	DB03269		4,6-Dideoxy-4-{[4,5,6-trihydroxy-3-(hydroxymethyl)-2-cyclohexen-1-yl]amino}hexopyranose	experimental	[H][C@]1(C)O[C@@]([H])(O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)C([H])(O)[C@]([H])(O)[C@@]1([H])O
446274	DB03270		2,6-Difluorobenzenesulfonamide	experimental	NS(=O)(=O)C1=C(F)C=CC=C1F
448564	DB03272		4-Bromo-3-(5'-Carboxy-4'-Chloro-2'-Fluorophenyl)-1-Methyl-5-Trifluoromethyl-Pyrazol	experimental	CN1N=C(C(Br)=C1C(F)(F)F)C1=CC(C(O)=O)=C(Cl)C=C1F
446824	DB03273		3'-Oxo-Adenosine	experimental	[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)C1=O
444320	DB03274		2'-5'dideoxyuridine	experimental	[H][C@]1(C)O[C@]([H])(C[C@]1([H])O)N1C=CC(O)=NC1=O
6540253	DB03275		2-Amino-3-Mercapto-Propionamide	experimental	[H][C@](N)(CS)C(O)=N
657098	DB03276	CHEMBL291678	4-[(10s,14s,18s)-18-(2-Amino-2-Oxoethyl)-14-(1-Naphthylmethyl)-8,17,20-Trioxo-7,16,19-Triazaspiro[5.14]Icos-11-En-10-Yl]Benzylphosphonic Acid	experimental	NC(=O)C[C@@H]1NC(=O)C2(CCCCC2)NC(=O)C[C@H](\C=C\C[C@H](CNC1=O)CC1=CC=CC2=CC=CC=C12)C1=CC=C(C=C1)CP(O)(O)=O
192826	DB03277	CHEMBL1234363	alpha-maltotriose	experimental	[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O[C@@]3([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]3([H])O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]1([H])O
445969	DB03278		D-Treitol	experimental	OC[C@H](O)[C@@H](O)CO
445456	DB03279	CHEMBL1234048	Dodecyl-Alpha-D-Maltoside	experimental	[H][C@]1(O)[C@]([H])(O)[C@@]([H])(CO)O[C@]([H])(O[C@@]2([H])[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(OCCCCCCCCCCCC)O[C@]2([H])CO)[C@]1([H])O
447202	DB03280	CHEMBL1236157	P1-(5'-Adenosyl)P5-(5'-Thymidyl)Pentaphosphate	experimental	[H][C@]1(O)C[C@@]([H])(O[C@]1([H])COP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OP(O)(=O)OC[C@@]1([H])O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O)N1C=C(C)C(O)=NC1=O
17753954	DB03281		2'-Deoxymaltose	experimental	[H][C@@]1(O)C[C@@]([H])(O)[C@]([H])(O[C@@]2([H])O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@@]([H])(CO)O1
444863	DB03283		beta-L-fucose	experimental	C[C@@H]1O[C@H](O)[C@@H](O)[C@H](O)[C@@H]1O
5288331	DB03284		2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid	experimental	[H][C@]1(O)COC(=C[C@]1([H])O)C(O)=O
638278	DB03285	CHEMBL129795	2',4,4'-Trihydroxychalcone	experimental	OC1=CC=C(\C=C\C(=O)C2=CC=C(O)C=C2O)C=C1
131704237	DB03286		C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide	experimental	[H]C(N)(O)[C@]1(O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O)N=[N+]=[N-]
131704238	DB03287		4-(2-Amino-Ethoxy)-2-[(3-Hydroxy-2-Methyl-5-Phosphonooxymethyl-Pyridin-4-Ylmethyl)-Amino]-but-3-Enoic Acid	experimental	[H]\C(OCCN)=C(\[H])/C(=N\CC1=C(COP(O)(O)=O)C=NC(C)=C1O)/C(O)=O
46936633	DB03288		5-Chloro-1h-Indole-2-Carboxylic Acid{[Cyclopentyl-(2-Hydroxy-Ethyl)-Carbamoyl]-Methyl}-Amide	experimental	[H][C@@](O)(CNC(=O)C1=CC2=CC(Cl)=CC=C2N1)N(CCO)C1CCCC1
49866861	DB03289		Thiarsa Dihydroxy Cysteine	experimental	[H][C@](N)(CS[As](O)O)C(O)=O
17754159	DB03290		L-naphthyl-1-acetamido boronic acid alanine	experimental	[H][C@](N)(CO[B-](O)(O)[C@]([H])(CC1=CC=CC2=CC=CC=C12)N=C(C)O)C(O)=O
17753995	DB03291		4-Deoxy-4-Amino-Beta-D-Glucose	experimental	[H][C@]1(N)[C@]([H])(O)[C@@]([H])(O)[C@@]([H])(O)O[C@]1([H])CO
446873	DB03292	CHEMBL1231023	3-Phosphono-D-alanine	experimental	[H][C@@](N)(CP(O)(O)=O)C(O)=O
108714	DB03293	CHEMBL34921	9-Methyl Uric Acid	experimental	CN1C(=O)NC2=C1NC(=O)NC2=O
1387	DB03294	CHEMBL334167	1-Methyl-3-Oxo-1,3-Dihydro-Benzo[C]Isothiazole-5-Sulfonic Acid Amide	experimental	CN1SC(=O)C2=CC(=CC=C12)S(N)(=O)=O
