node_id,namespace,identifier,name
3636,umls,C0235946,Cerebral atrophy
3637,umls,C0236101,Neonatal and infancy disorder
3638,umls,C0021290,Neonatal disorder
3639,umls,C0270823,"Petit mal status, epileptic"
3640,umls,C0272315,Coagulation factor decreased
3641,umls,C0438235,Liver function test normal
3642,umls,C0542224,Spots before eyes
3643,umls,C0553681,Hypofibrinogenaemia
3644,umls,C0740279,Cerebellar atrophy
3645,umls,C1167709,Epidermal necrosis
3646,umls,C1510586,Autism spectrum disorder
3647,umls,C1868980,Pharmacokinetic interaction
3648,pubchem,3125,2-amino-3-(4-hydroxyphenyl)-2-methylpropanoic acid
3649,umls,C0235013,Hypervigilance
3650,pubchem,3143,"[4-acetyloxy-1,9,12-trihydroxy-15-[2-hydroxy-3-[(2-methylpropan-2-yl)oxycarbonylamino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate"
3651,umls,C0022906,Lacrimal duct obstruction
3652,umls,C1096185,Dacryostenosis acquired
3653,umls,C0151738,Large intestine perforation
3654,umls,C0155919,Acute pulmonary oedema
3655,umls,C0206063,Radiation pneumonitis
3656,umls,C0343387,Neutropenic enterocolitis
3657,umls,C0400823,Neutropenic colitis
3658,umls,C0596240,Cancer pain
3659,umls,C1167686,Nail toxicity
3660,umls,C1167779,Neutropenic infection
3661,umls,C1167791,Skin toxicity
3662,umls,C2364164,Fluid imbalance
3663,umls,C0497364,Localized rash
3664,umls,C0684249,Carcinoma of lung
3665,umls,C0242379,Lung neoplasm malignant
3666,umls,C3495917,Advanced breast cancer
3667,pubchem,3148,"(10-oxo-8-azatricyclo[5.3.1.03,8]undecan-5-yl) 1H-indole-3-carboxylate"
3668,umls,C0236141,Electrocardiogram abnormal specific
3669,umls,C0749249,Wide complex tachycardia
3670,umls,C0877038,Electrocardiogram poor R-wave progression
3671,umls,C1112436,QRS axis abnormal
3672,pubchem,3151,6-chloro-3-[1-[3-(2-oxo-3H-benzimidazol-1-yl)propyl]piperidin-4-yl]-1H-benzimidazol-2-one
3673,umls,C0857980,Serum prolactin increased
3674,pubchem,3152,"2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydroinden-1-one"
3675,umls,C0003860,Arteritis
3676,umls,C0004063,Assault
3677,umls,C0740319,Physical assault
3678,umls,C0041782,Deficiency anaemia
3679,umls,C0221395,Erythropenia
3680,umls,C0233569,Physical wandering
3681,umls,C0235117,Withdrawal emotional
3682,umls,C0241379,Increased thirst
3683,umls,C2004521,Anaemia vitamin B12 deficiency
3684,pubchem,3154,"4-(ethylamino)-6-methyl-7,7-dioxo-5,6-dihydro-4H-thieno[2,3-b]thiopyran-2-sulfonamide"
3685,umls,C0162279,Choroidal detachment
3686,umls,C0221725,Bronchial obstruction
3687,umls,C0857073,Cold hands & feet
3688,umls,C1142349,Eyelid pain
3689,pubchem,3155,"3-(6H-benzo[c][1]benzothiepin-11-ylidene)-N,N-dimethylpropan-1-amine"
3690,pubchem,3156,"1-ethyl-4-(2-morpholin-4-ylethyl)-3,3-diphenylpyrrolidin-2-one"
3691,pubchem,3157,"[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-(2,3-dihydro-1,4-benzodioxin-3-yl)methanone"
3692,umls,C0085580,Essential hypertension
3693,umls,C0235357,Tooth hypoplasia
3694,umls,C0235756,Semen abnormal
3695,umls,C2363829,Semen analysis abnormal
3696,umls,C0403673,Retrograde ejaculation
3697,pubchem,3158,"3-(6H-benzo[c][1]benzoxepin-11-ylidene)-N,N-dimethylpropan-1-amine"
3698,umls,C0001546,Adjustment disorder
3699,umls,C0006144,Breast cyst
3700,umls,C0017572,Gingival recession
3701,umls,C0027438,Nasopharyngeal disorder
3702,umls,C0393759,Transient insomnia
3703,umls,C0456511,Sleep paralysis
3704,umls,C0751249,Chronic insomnia
3705,umls,C0847403,Infective tenosynovitis
3706,umls,C0853857,Cellulitis staphylococcal
3707,umls,C0854985,Lung adenocarcinoma stage I
3708,umls,C0858751,Lip blister
3709,umls,C0877027,Joint range of motion decreased
3710,umls,C0919892,Blood pressure inadequately controlled
3711,umls,C0948376,Electrocardiogram ST-T segment abnormal
3712,pubchem,3168,"3-[1-[4-(4-fluorophenyl)-4-oxobutyl]-3,6-dihydro-2H-pyridin-4-yl]-1H-benzimidazol-2-one"
3713,umls,C0475746,Light anaesthesia
3714,pubchem,3171,"2-amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid"
3715,pubchem,3182,"7-(2,3-dihydroxypropyl)-1,3-dimethylpurine-2,6-dione"
3716,pubchem,3198,"1-[2-[(4-chlorophenyl)methoxy]-2-(2,4-dichlorophenyl)ethyl]imidazole"
3717,pubchem,3199,"(5,6',12-trihydroxy-6,7'-dimethoxy-7,21,30-trimethyl-27-oxospiro[17,19,28-trioxa-24-thia-13,30-diazaheptacyclo[12.9.6.13,11.02,13.04,9.015,23.016,20]triaconta-4(9),5,7,15,20,22-hexaene-26,1'-3,4-dihydro-2H-isoquinoline]-22-yl) acetate"
3718,umls,C0855625,Bilirubin conjugated increased
3719,umls,C0857322,Anemic
3720,pubchem,3202,ethyl-(3-hydroxyphenyl)-dimethylazanium
3721,umls,C0031133,Vermiculation
3722,umls,C0152196,Spasm of accommodation
3723,pubchem,3203,"6-chloro-4-(2-cyclopropylethynyl)-4-(trifluoromethyl)-1H-3,1-benzoxazin-2-one"
3724,umls,C0003119,Anophthalmos
3725,umls,C0015663,Fasting
3726,umls,C0023794,Lipidosis
3727,umls,C0162824,Photocontact dermatitis
3728,umls,C0281863,Hepatitis C antibody positive
3729,umls,C1735646,Rash recurrent
3730,pubchem,3209,"icosa-5,8,11,14,17-pentaenoic acid"
3731,pubchem,3219,"1-(2-ethoxyethyl)-2-(4-methyl-1,4-diazepan-1-yl)benzimidazole"
3732,pubchem,3222,1-[2-[(1-ethoxy-1-oxo-4-phenylbutan-2-yl)amino]propanoyl]pyrrolidine-2-carboxylic acid
3733,umls,C0003469,Anxiety disorder
3734,umls,C0019559,Coxalgia
3735,umls,C0036749,Serositis
3736,pubchem,3226,"2-chloro-1-(difluoromethoxy)-1,1,2-trifluoroethane"
3737,umls,C0085383,Hypocapnia
3738,umls,C0860711,Carbon dioxide decreased
3739,pubchem,3241,"2,4-diazatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),3,7,9,11,14,16-heptaen-3-amine"
3740,pubchem,3249,"3-[2-[1-(5,6-dimethylhept-3-en-2-yl)-7a-methyl-2,3,3a,5,6,7-hexahydro-1H-inden-4-ylidene]ethylidene]-4-methylidenecyclohexan-1-ol"
3741,umls,C0342649,Vascular calcification
3742,umls,C1442839,Hypervitaminosis D
3743,umls,C1533591,Deposit calcium
3744,pubchem,3250,"N-(1-hydroxypropan-2-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
3745,umls,C0241950,Intestinal infarction
3746,pubchem,3251,"N-(7-benzyl-2-hydroxy-4-methyl-5,8-dioxo-3-oxa-6,9-diazatricyclo[7.3.0.02,6]dodecan-4-yl)-7-methyl-6,6a,8,9-tetrahydro-4H-indolo[4,3-fg]quinoline-9-carboxamide"
3747,umls,C0277899,Pulse absent
3748,pubchem,3255,"6-[4-(dimethylamino)-3-hydroxy-6-methyloxan-2-yl]oxy-14-ethyl-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-oxacyclotetradecane-2,10-dione"
3749,umls,C0008149,Chlamydial infection
3750,umls,C0232599,Bilious vomiting
3751,umls,C0700639,Congenital hypertrophic pyloric stenosis
3752,pubchem,3256,"4-O-[4-(dimethylamino)-2-[[14-ethyl-7,12,13-trihydroxy-4-(5-hydroxy-4-methoxy-4,6-dimethyloxan-2-yl)oxy-3,5,7,9,11,13-hexamethyl-2,10-dioxo-oxacyclotetradec-6-yl]oxy]-6-methyloxan-3-yl] 1-O-ethyl butanedioate"
3753,pubchem,3261,"8-chloro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine"
3754,umls,C0232861,Penile discharge
3755,umls,C0239376,Pain of lower extremities
3756,pubchem,3263,"(3-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl) 3-cyclopentylpropanoate"
3757,pubchem,3267,"(3-hydroxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl) pentanoate"
3758,pubchem,3268,"(13-methyl-17-phosphonooxy-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthren-3-yl) N,N-bis(2-chloroethyl)carbamate"
3759,pubchem,3269,"13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,16,17-triol"
3760,umls,C1142383,Breast tension
3761,umls,C1328561,Postmenopausal spotting
3762,umls,C0032776,Postmenopausal haemorrhage
3763,pubchem,3278,"2-[2,3-dichloro-4-(2-methylidenebutanoyl)phenoxy]acetic acid"
3764,pubchem,3279,2-[2-(1-hydroxybutan-2-ylamino)ethylamino]butan-1-ol
3765,pubchem,3291,"3-ethyl-3-methylpyrrolidine-2,5-dione"
3766,pubchem,3292,"3-ethyl-5-phenylimidazolidine-2,4-dione"
3767,pubchem,3305,(1-hydroxy-1-phosphonoethyl)phosphonic acid
3768,umls,C0029396,Ectopic ossification
3769,umls,C0334040,Extraskeletal ossification
3770,umls,C0149911,Hypercalcaemia of malignancy
3771,umls,C0302313,Osteolytic lesion
3772,umls,C0221204,Osteolysis
3773,pubchem,3308,"2-(1,8-diethyl-4,9-dihydro-3H-pyrano[3,4-b]indol-1-yl)acetic acid"
3774,umls,C1868919,Upper abdominal discomfort
3775,pubchem,3310,"5-[(7,8-dihydroxy-2-methyl-4,4a,6,7,8,8a-hexahydropyrano[3,2-d][1,3]dioxin-6-yl)oxy]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one"
3776,umls,C0153676,Lung cancer metastatic
3777,umls,C0920103,Haematotoxicity
3778,umls,C1142520,Nail pigmentation
3779,umls,C1735348,Anal irritation
3780,pubchem,3324,[2-(acetyloxymethyl)-4-(2-aminopurin-9-yl)butyl] acetate
3781,umls,C0151625,Enzyme abnormality
3782,pubchem,3325,"3-[[2-(diaminomethylideneamino)-1,3-thiazol-4-yl]methylsulfanyl]-N'-sulfamoylpropanimidamide"
3783,umls,C0005001,Benign prostatic hypertrophy
3784,umls,C0271468,Eustachian tube disorder
3785,umls,C0424813,Orbital oedema
3786,pubchem,3331,(3-carbamoyloxy-2-phenylpropyl) carbamate
3787,umls,C0014065,Encephalocele
3788,umls,C0032045,Placental disorder
3789,umls,C0038644,Sudden infant death syndrome
3790,umls,C0158687,Congenital genital malformation
3791,umls,C0235487,Embolism limb
3792,umls,C0856049,Peripheral embolism
3793,umls,C0235880,Mononeuritis
3794,umls,C0236003,Mucosal swelling
3795,umls,C0521481,Oedema mucosal
3796,umls,C0236106,Photosensitivity allergic reaction
3797,umls,C0855791,Mean cell volume increased
3798,umls,C1384597,Acquired megacolon
3799,pubchem,3333,"5-O-ethyl 3-O-methyl 4-(2,3-dichlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxylate"
3800,umls,C1096286,Transaminases decreased
3801,pubchem,3339,propan-2-yl 2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate
3802,umls,C0004153,Atherosclerosis
3803,umls,C0151765,Liver fatty deposition
3804,umls,C0451641,Urolithiasis
3805,umls,C0042018,Calculus urinary
3806,umls,C0856597,Pulmonary alveolitis
3807,pubchem,3340,"9-chloro-5-(4-hydroxyphenyl)-2,3,4,5-tetrahydro-1H-3-benzazepin-3-ium-7,8-diol"
3808,umls,C0010263,Cramp of limb
3809,pubchem,3342,2-(3-phenoxyphenyl)propanoic acid
3810,umls,C0040997,Trigeminal neuralgia
3811,pubchem,3345,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]propanamide
3812,umls,C0005424,Biliary tract disorder
3813,umls,C0011127,Decubitus ulcer
3814,umls,C0018674,Head injury
3815,umls,C0027609,Drug withdrawal syndrome neonatal
3816,umls,C0041671,Attention deficit disorder
3817,umls,C1263846,Attention deficit/hyperactivity disorder
3818,umls,C0080233,Tooth loss
3819,umls,C0150055,Chronic pain
3820,umls,C0151585,Deafness permanent
3821,umls,C0151586,Partial permanent deafness
3822,umls,C0151589,Partial transitory deafness
3823,umls,C0151694,Hemorrhage of colon
3824,umls,C0948425,Large intestinal haemorrhage
3825,umls,C0151821,Accidental overdose
3826,umls,C0184567,Acute pain
3827,umls,C0221047,Bradycardia-tachycardia syndrome
3828,umls,C0263530,Nail longitudinal striations
3829,umls,C0423820,Nail ridging
3830,umls,C0266998,Oral soft tissue disorder NOS
3831,umls,C0267033,Lip ulceration
3832,umls,C0267028,Lip pain
3833,umls,C0392378,Gingival ulceration
3834,umls,C0521492,Application site ulcer
3835,umls,C0549452,Localised skin reaction
3836,umls,C0221743,Skin reaction
3837,umls,C0740852,Upper airway obstruction
3838,umls,C0853939,Oral mucosal discolouration
3839,umls,C0853942,Tongue blistering
3840,umls,C0860752,Lactate increased
3841,umls,C0919599,Application site eczema
3842,umls,C0919671,Subileus
3843,umls,C0919894,Nasal mucosal disorder
3844,umls,C0949070,Upper respiratory tract congestion
3845,umls,C1112257,Oral pustule
3846,umls,C1696685,Intentional drug misuse
3847,umls,C1739422,Opioid naive
3848,umls,C0919936,Therapy naive
3849,umls,C1868790,Intranasal hypoaesthesia
3850,pubchem,3348,2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-yl]butyl]phenyl]-2-methylpropanoic acid
3851,pubchem,3350,"N-tert-butyl-9a,11a-dimethyl-7-oxo-1,2,3,3a,3b,4,5,5a,6,9b,10,11-dodecahydroindeno[5,4-f]quinoline-1-carboxamide"
3852,umls,C0033578,Neoplasm prostate
3853,umls,C0162311,Androgenetic alopecia
3854,umls,C0238033,Breast cancer male
3855,pubchem,3354,2-piperidin-1-ylethyl 3-methyl-4-oxo-2-phenylchromene-8-carboxylate
3856,umls,C0029574,Other dermatoses
3857,pubchem,3355,"[2,5-bis(2,2,2-trifluoroethoxy)benzoyl]-(piperidin-2-ylmethyl)azanium"
3858,umls,C0860646,Morbid dreams
3859,pubchem,3363,"5-fluoro-1-[4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione"
3860,umls,C0267841,Acalculous cholecystitis
3861,umls,C0340613,Arterial aneurysm
3862,umls,C0520571,Biliary fibrosis
3863,pubchem,3364,"6-[[3-(2-chloro-6-fluorophenyl)-5-methyl-1,2-oxazole-4-carbonyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid"
3864,pubchem,3365,"2-(2,4-difluorophenyl)-1,3-bis(1,2,4-triazol-1-yl)propan-2-ol"
3865,umls,C0004030,Aspergillosis
3866,umls,C0851807,Aspergillus infection
3867,umls,C0029119,Opportunistic mycosis
3868,pubchem,3366,6-amino-5-fluoro-1H-pyrimidin-2-one
3869,pubchem,3367,"2-(6-amino-2-fluoropurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol"
3870,umls,C0231666,Wrist drop
3871,umls,C1306600,Radial nerve palsy
3872,umls,C0236151,Renal function test abnormal
3873,umls,C0242584,Autoimmune thrombocytopenia
3874,umls,C0272126,Evans syndrome
3875,umls,C1168174,Absolute neutrophil count decreased
3876,pubchem,3368,"[5-(6-amino-2-fluoropurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate"
3877,umls,C0149678,Epstein-Barr virus infection
3878,pubchem,3370,"[2-(9-fluoro-11,17-dihydroxy-10,13-dimethyl-3-oxo-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-17-yl)-2-oxoethyl] acetate"
3879,umls,C0333650,Fat atrophy
3880,umls,C1280433,Lipoatrophy
3881,pubchem,3372,2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethanol
3882,umls,C0235093,Paralysis of bladder
3883,umls,C0740409,Psychotic behaviour
3884,pubchem,3373,"ethyl 8-fluoro-5-methyl-6-oxo-4H-imidazo[1,5-a][1,4]benzodiazepine-3-carboxylate"
3885,umls,C0037268,Congenital skin disorder
3886,umls,C0039235,Junctional tachycardia
3887,pubchem,3375,"6,9-difluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one"
3888,pubchem,3379,"19-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one"
3889,umls,C0006905,Capillary fragility
3890,umls,C0235318,Fullness abdominal
3891,umls,C0858524,Tachycardia nervous
3892,pubchem,3380,"5-(2-fluorophenyl)-1-methyl-7-nitro-3H-1,4-benzodiazepin-2-one"
3893,pubchem,3381,"12,19-difluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-16-one"
3894,umls,C0020581,Hyphaema
3895,umls,C0027134,Myringitis
3896,umls,C0155388,External ear disorder
3897,umls,C0267446,Acute gastroenteritis
3898,umls,C0332798,Open wound
3899,umls,C0456495,Ear canal erythema
3900,umls,C0854402,Mechanical complication of implant
3901,umls,C0854466,Implant expulsion
3902,umls,C0549478,Device expulsion
3903,umls,C1096106,Wound complication
3904,umls,C1112489,Corneal irritation
3905,pubchem,3382,"[2-(12,19-difluoro-11-hydroxy-6,6,9,13-tetramethyl-16-oxo-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icosa-14,17-dien-8-yl)-2-oxoethyl] acetate"
3906,pubchem,3384,"17-acetyl-9-fluoro-11,17-dihydroxy-6,10,13-trimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one"
3907,umls,C1735373,Acute uveitis
3908,pubchem,3385,"5-fluoro-1H-pyrimidine-2,4-dione"
3909,umls,C0011304,Demyelination
3910,umls,C0155145,Chronic conjunctivitis
3911,umls,C0234162,Dysmetria
3912,umls,C0423172,Dacryocanaliculitis
3913,umls,C2752009,White matter lesion
3914,pubchem,3386,N-methyl-3-phenyl-3-[4-(trifluoromethyl)phenoxy]propan-1-amine
3915,umls,C0008449,Chondrodystrophy
3916,umls,C0015923,Foetal alcohol syndrome
3917,umls,C0020624,Hypomenorrhoea
3918,umls,C0032519,Polymenorrhoea
3919,umls,C0034067,Emphysema
3920,umls,C1328337,Urethritis noninfective
3921,umls,C0151538,Buccoglossal syndrome
3922,umls,C0151571,Corneal lesion
3923,umls,C0151574,Cough decreased
3924,umls,C0151702,Muscle haemorrhage
3925,umls,C0151737,Intentional injury
3926,umls,C0151752,Lactation female
3927,umls,C0155789,Oesophageal varices haemorrhage
3928,umls,C0156394,Enlarged clitoris
3929,umls,C0156543,Abortion
3930,umls,C0233523,Antisocial behaviour
3931,umls,C0233528,Asocial behaviour
3932,umls,C0003431,Antisocial personality disorder
3933,umls,C0312422,Blacked-out (not amnesia)
3934,umls,C0341164,Gastric ulcer haemorrhage
3935,umls,C0427144,Toe walking
3936,umls,C0542351,Battery
3937,umls,C0854381,Genital haemorrhage
3938,umls,C0858970,Carcinogenicity
3939,umls,C0919591,Urogenital haemorrhage
3940,umls,C0948011,Cervix haemorrhage uterine
3941,umls,C1455705,Histiocytosis X of lung
3942,umls,C0019621,Langerhans' cell histiocytosis
3943,umls,C2732728,Body height decreased
3944,pubchem,3387,"9-fluoro-11,17-dihydroxy-10,13,17-trimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one"
3945,umls,C0151310,Paresthesia generalized
3946,pubchem,3388,2-[4-[3-[2-(trifluoromethyl)phenothiazin-10-yl]propyl]piperazin-1-yl]ethyl decanoate
3947,umls,C0009398,Defective colour vision
3948,umls,C0428895,Labile blood pressure
3949,umls,C1963946,Laryngeal dystonia
3950,umls,C0264588,Spasmodic dysphonia
3951,pubchem,3392,"19-fluoro-11-hydroxy-8-(2-hydroxyacetyl)-6,6,9,13-tetramethyl-5,7-dioxapentacyclo[10.8.0.02,9.04,8.013,18]icos-17-en-16-one"
3952,pubchem,3393,"7-chloro-1-[2-(diethylamino)ethyl]-5-(2-fluorophenyl)-3H-1,4-benzodiazepin-2-one"
3953,umls,C0701824,Staggering gait
3954,pubchem,3394,2-(3-fluoro-4-phenylphenyl)propanoic acid
3955,umls,C0034074,Pulmonary infarction
3956,pubchem,3397,2-methyl-N-[4-nitro-3-(trifluoromethyl)phenyl]propanamide
3957,umls,C0027627,Metastasis
3958,umls,C0038732,Sulphaemoglobinaemia
3959,umls,C0235398,Diabetes mellitus exacerbated
3960,umls,C0242788,Breast neoplasm NOS male
3961,umls,C1384494,Metastatic carcinoma
3962,pubchem,3399,"[6,9-difluoro-17-(fluoromethylsulfanylcarbonyl)-11-hydroxy-10,13,16-trimethyl-3-oxo-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl] propanoate"
3963,umls,C0549293,Nasal soreness
3964,umls,C0858684,Telangiectasis facial
3965,umls,C0859871,Stinging of nose
3966,umls,C1322253,Eczema infected
3967,pubchem,3403,"7-[3-(4-fluorophenyl)-1-propan-2-ylindol-2-yl]-3,5-dihydroxyhept-6-enoic acid"
3968,pubchem,3404,2-[[5-methoxy-1-[4-(trifluoromethyl)phenyl]pentylidene]amino]oxyethanamine
3969,umls,C0001818,Agoraphobia
3970,umls,C0020604,Hypochondriasis
3971,umls,C0085136,Central nervous system neoplasm
3972,umls,C0149707,Haematospermia
3973,umls,C0151899,Syndrome screaming
3974,umls,C0521008,Screaming
3975,umls,C0233697,Obsessive rumination
3976,umls,C0679048,Obsessive thoughts
3977,umls,C0235774,Somnolence neonatal
3978,umls,C0240322,Menstruation delayed
3979,umls,C0919661,Heart alternation
3980,umls,C1704373,Compulsive personality disorder
3981,umls,C0009595,Obsessive-compulsive personality disorder
3982,umls,C1868709,Activation syndrome
3983,pubchem,3405,2-[[4-[(2-amino-4-oxo-1H-pteridin-6-yl)methylamino]benzoyl]amino]pentanedioic acid
3984,umls,C0233818,Judgement impaired
3985,umls,C1536696,Overactivity
3986,pubchem,3406,4-methyl-1H-pyrazole
3987,umls,C1096646,Transaminitis
3988,pubchem,3410,N-[2-hydroxy-5-[1-hydroxy-2-[1-(4-methoxyphenyl)propan-2-ylamino]ethyl]phenyl]formamide
3989,umls,C0239093,Conjunctival irritation
3990,umls,C0151580,Crystalluria calcium
3991,umls,C0151595,Digitalis intoxication (NOS)
3992,umls,C0740304,COPD exacerbation
3993,pubchem,3414,phosphonatoformate
3994,umls,C0151472,Albumin globulin ratio abnormal
3995,pubchem,3417,(3-methyloxiran-2-yl)phosphonic acid
3996,umls,C2240374,Eosinophil count increased
3997,pubchem,3419,4-cyclohexyl-1-[2-[(2-methyl-1-propanoyloxypropoxy)-(4-phenylbutyl)phosphoryl]acetyl]pyrrolidine-2-carboxylate
3998,umls,C0010266,Cranial nerve disorder
3999,umls,C0149744,Oral lesion
4000,umls,C0232203,Atrial rhythm
4001,umls,C0423636,Cardiac pain
4002,umls,C0853087,Nail abnormality NOS
4003,umls,C0861120,Albumin urine increased
4004,umls,C0564622,Albumin urine present
4005,umls,C0158369,Swelling of limb
4006,umls,C0162627,Skin bacterial infection
4007,umls,C0587246,Limb paresis
4008,umls,C0270795,Monoparesis
4009,umls,C0700363,Rhythm idioventricular
4010,umls,C0920114,Urinary sediment abnormal
4011,pubchem,3425,"7-ethylidene-4,21-di(propan-2-yl)-2-oxa-12,13-dithia-5,8,20,23-tetrazabicyclo[8.7.6]tricos-16-ene-3,6,9,19,22-pentone"
4012,umls,C0079773,Cutaneous T-cell lymphoma
4013,umls,C0026948,Mycosis fungoides
4014,umls,C0277589,Found dead (cause undetermined)
4015,umls,C0949091,Candida sepsis
4016,umls,C1096243,Central line infection
4017,umls,C1444565,Cardiopulmonary failure
4018,pubchem,3440,4-chloro-2-(furan-2-ylmethylamino)-5-sulfamoylbenzoic acid
4019,umls,C0151614,Electrolyte depletion
4020,umls,C0264939,Polyangiitis
4021,umls,C0398623,Thrombophilia
4022,umls,C0542027,Hypercoagulation
4023,umls,C0401151,Chronic diarrhea
4024,umls,C0853277,Pseudo-Bartter syndrome
4025,umls,C1535893,Orthostatic intolerance
4026,umls,C1619727,Decompensated cirrhosis
4027,pubchem,3443,"2-(16-acetyloxy-3,11-dihydroxy-4,8,10,14-tetramethyl-2,3,4,5,6,7,9,11,12,13,15,16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ylidene)-6-methylhept-5-enoic acid"
4028,umls,C0038166,Staphylococcal skin infection
4029,umls,C0549350,Conjunctivitis exacerbated
4030,pubchem,3446,2-[1-(aminomethyl)cyclohexyl]acetic acid
4031,umls,C0007863,Occipital neuralgia
4032,umls,C0008513,Chorioretinitis
4033,umls,C0011884,Diabetic retinopathy
4034,umls,C0023223,Leg ulcer
4035,umls,C0151541,Capillary fragility increased
4036,umls,C0151946,Pulmonary thrombosis
4037,umls,C0221237,Angular cheilitis
4038,umls,C0232267,Pericardial rub
4039,umls,C0236018,Aura
4040,umls,C0282005,Scrotal swelling
4041,umls,C0438242,Blood urea abnormal
4042,umls,C0541881,Difficulty focusing eyes
4043,umls,C0553668,Labored breathing
4044,umls,C0595861,Parasuicide
4045,umls,C0740447,Diabetic peripheral neuropathy
4046,umls,C0011882,Diabetic neuropathy
4047,umls,C0849835,Lip haemorrhage
4048,umls,C0877314,Blood glucose fluctuation
4049,umls,C1168225,Inner ear infection
4050,umls,C1282799,Penile swelling
4051,pubchem,3449,"9-methoxy-4-methyl-11-oxa-4-azatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol"
4052,umls,C0011269,Vascular dementia
4053,umls,C0024050,Lower gastrointestinal haemorrhage
4054,pubchem,3454,"2-amino-9-(1,3-dihydroxypropan-2-yloxymethyl)-3H-purin-6-one"
4055,umls,C0018129,Transplant rejection
4056,umls,C0032787,Postoperative complications NOS
4057,umls,C1141930,Post procedural complication
4058,umls,C0038941,Postoperative wound infection
4059,umls,C0235855,Sepsis secondary
4060,umls,C0521501,Injection site thrombosis
4061,umls,C0742006,Catheter infection
4062,umls,C0742007,Catheter sepsis
4063,umls,C2747852,Device related sepsis
4064,pubchem,3461,"4-amino-1-[3,3-difluoro-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidin-2-one"
4065,umls,C0000932,Traffic accident
4066,umls,C0273115,Traumatic lung injury
4067,umls,C0700078,Tendon reflex decreased
4068,umls,C0858307,Bilirubin normal
4069,umls,C0853289,Blood bilirubin normal
4070,umls,C1142072,Oral toxicity
4071,umls,C1609536,Allergic bronchospasm
4072,umls,C1704437,Respiratory distress syndrome
4073,pubchem,3462,"methyl 7-[3-hydroxy-2-(3-hydroxy-4,4-dimethyloct-1-enyl)-5-oxocyclopentyl]hept-2-enoate"
4074,pubchem,3463,"5-(2,5-dimethylphenoxy)-2,2-dimethylpentanoic acid"
4075,umls,C0085693,Acute appendicitis
4076,umls,C0151640,Fertility male decreased
4077,umls,C0242420,Retinal oedema
4078,umls,C0857323,Angioedema of larynx
