PubchemID,Smiles,DrugbankID
13493,CCOC1=CC=C(CC2=NC3=C(C=CC(=C3)[N+]([O-])=O)N2CCN(CC)CC)C=C1,Etonitazene
14584,CCNC1C2CCC(C2)C1C1=CC=CC=C1,Fencamfamine
61306,CCOC(=O)C1(CCN(CCOCC2CCCO2)CC1)C1=CC=CC=C1,Furethidine
62787,COC1=CC(CC(C)N)=C(OC)C=C1,"2,5-Dimethoxyamphetamine"
5359271,[H][C@@]12OC3=C(OCC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Ethylmorphine
27402,CCC1=CC(OC)=C(CC(C)N)C=C1OC,"2,5-Dimethoxy-4-ethylamphetamine"
46424,CCN(C)C(C)C=C(C1=CC=CS1)C1=CC=CS1,Ethylmethylthiambutene
62795,[H][C@]12OC3=C(OC(C)=O)C=CC4=C3C11CCN(C)C(C4)C11C[C@]([H])([C@](C)(O)CCC)C2(OC)C=C1,Acetorphine
62309,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CS1)C1=CC=CC=C1,Alpha-methylthiofentanyl
102146,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@H](C)CC2=CC(=O)CC[C@]12C,Bolasterone
31721,COC1=CC=C(CC(C)N)C=C1,4-Methoxyamphetamine
6471,CCC(=O)OC1(CCN(C)CC1C)C1=CC=CC=C1,Betaprodine
48194,CCOC(=O)C(CCN1CCOCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Dioxaphetyl butyrate
3563,FC1=CC=CC=C1C12OCCN1CC(=O)NC1=C2C=C(Br)C=C1,Haloxazolam
5362447,[Br-].[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N+](C)(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Codeine methylbromide
61583,CCC(=O)OC1(CCN(C)CC1)C1=CC=CC=C1,desmethylprodine
544534,COC12C=CC3(CC1C(C)(C)O)C1CC4=C5C(OC2C35CCN1CC1CC1)=C(O)C=C4,Cyprenorphine
236666,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)C=C[C@]12C,Delta1-dihydrotestosterone
102710,Cl.CC(CC1=CC=CC=C1)NCCN1C=NC2=C1C(=O)N(C)C(=O)N2C,Fenethylline
2294,CCC1(CC)C(=O)NC(=O)NC1=O,Barbital
62065,COC1=CC(Br)=C(OC)C=C1CC(C)N,"4-Bromo-2,5-dimethoxyamphetamine"
441457,C[C@H](N)[C@@H](O)C1=CC=CC=C1,Cathine
27453,CCC(CC)(CNC(=O)CCCO)C1=CC(OC)=CC=C1,Embutramide
6089,CN(C)CCC1=CNC2=CC=CC=C12,Dimethyltryptamine
37367,CN(C)C(=O)OC1N=C(C2=CC=CC=C2)C2=C(C=CC(Cl)=C2)N(C)C1=O,Camazepam
16630,NC1=NCC(O1)C1=CC=CC=C1,Aminorex
13331,CCC(=O)C(CC(C)N1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Dipipanone
13765,[H][C@@]12CC[C@@](O)(CC)[C@@]1(C)CC[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],Ethylestrenol
16676,OC(O)C(Cl)(Cl)Cl.C[N+](C)(C)CC([O-])=O,Chloral betaine
10188,OC(O)C(Cl)(Cl)Cl.OC(O)C(Cl)(Cl)Cl.CN1N(C(=O)C=C1C)C1=CC=CC=C1,Dichloralphenazone
3003157,FC(F)(F)C1=CC=CC=C1C1=CC=C(CC2C(=O)NC(=S)NC2=O)O1,Barbituric acid derivative
26721,[H][C@]12CC3=C4C(OC5[C@@]4(CCN1C)[C@]21CC(C(C)(O)CCC)C5(OC)C=C1)=C(O)C=C3,Etorphine
62709,CC[C@@H](O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Alphamethadol
61119,CC[C@H]1CN(C)CC[C@]1(OC(=O)CC)C1=CC=CC=C1,Alphameprodine
107580,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3CCC(=O)C(O)=C3CC[C@@]21[H],4-Hydroxy-19-nortestosterone
62370,CCC(=O)N(CC(C)N(C)CCC1=CC=CC=C1)C1=CC=CC=C1,Diampromide
61122,CCOC(=O)C1(CCN(CCOCCO)CC1)C1=CC=CC=C1,Etoxeridine
31862,NC1(CCCCC1)C1=CC=CC=C1,1-Phenylcyclohexylamine
1614,CC(N)CC1=CC2=C(OCO2)C=C1,"3,4-Methylenedioxyamphetamine"
17925,ClC1=CC2=C(NC(=O)CN=C2C2=CC=CC=C2Cl)C=C1,Delorazepam
5463858,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1(O)CC[C@@H]2O,Hydromorphinol
14708,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC3=NON=C3C[C@]12C,Furazabol
448223,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(O)=O)N2C,Benzoylecgonine
31016,COC1=CC(CC(C)N)=CC(OC)=C1OC,"3,4,5-Trimethoxyamphetamine"
62516,CCOC(=O)C1(CCN(CCOCC2=CC=CC=C2)CC1)C1=CC=CC=C1,Benzethidine
62751,C1CCN(CC1)C1(CCCCC1)C1=CC=CS1,Tenocyclidine
68947,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C(Cl)C(=O)CC[C@]12C,Clostebol
62710,CC[C@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Betacetylmethadol
62528,CCN(CC)CCN1C(CC2=CC=C(Cl)C=C2)=NC2=C1C=CC(=C2)[N+]([O-])=O,Clonitazene
223407,CC12CCC3C(CC=C4CC(O)CCC34C)C1CCC2O,5-Androstenediol
91460,[H][C@]12CC[C@]([H])([C@H]([C@@H](O)C1)C(O)=O)N2C,Ecgonine
136297,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=C[C@@H](O)CC[C@]12C,4-Androstenediol
25223,CC(C)(N)CC1=CC=CC=C1Cl,Clortermine
85875,COC1=CC(CC(C)N)=C(OC)C=C1C,"4-Methyl-2,5-dimethoxyamphetamine"
9648,CC(CN1CCOCC1)C(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Dextromoramide
11957457,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2C[C@H](O)CC[C@]12C,"3Alpha,17beta-dihydroxy-5alpha-androstane"
521115,CN1CCC23C4CCCC2C1CC1=C3C(O4)=C(O)C=C1,Desomorphine
62307,CC(CC1=CC=CC=C1)N1CCC(CC1)N(C(C)=O)C1=CC=CC=C1,Acetyl-alpha-methylfentanyl
6833,CCN(CC)C(C)C=C(C1=CC=CS1)C1=CC=CS1,Diethylthiambutene
19094,CC(CC(C)(C)O)OC(O)C(Cl)(Cl)Cl,Chlorhexadol
62156,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC2=CC=CC=C2)CC1)C(=O)OC,Carfentanil
6128,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,4-Androstenedione
98527,COC1=CC(Br)=C(OC)C=C1CCN,"4-Bromo-2,5-dimethoxyphenethylamine"
5463874,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2OC(C)=O,Acetyldihydrocodeine
13308,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,Boldenone
32938,CCC(=O)OC1(CCN(C)CC1CC=C)C1=CC=CC=C1,Allylprodine
3380,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3F,Flunitrazepam
3299,CCOC(=O)C1N=C(C2=CC=CC=C2F)C2=C(NC1=O)C=CC(Cl)=C2,Ethyl loflazepate
8367,CCC(N)CC1=CNC2=CC=CC=C12,Alpha-ethyltryptamine
5463863,[H][C@]12CC3=C(C(OC)=C(OC)C=C3)[C@@]3(CCN1C)C[C@H](O)CC[C@@]23O,Drotebanol
26644,[H][C@]12CC3=C4C(OC5[C@@]4(CCN1CC1CC1)[C@@]21CCC5(OC)C(C1)C(C)(C)O)=C(O)C=C3,Diprenorphine
62436,C1CCN(C1)C1(CCCCC1)C1=CC=CC=C1,Rolicyclidine
5284543,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,Dihydrocodeine
61118,CCC1CN(C)CCC1(OC(=O)CC)C1=CC=CC=C1,Betameprodine
2816,ClC1=CC2=C(NC(=O)CN3CCOC23C2=CC=CC=C2Cl)C=C1,Cloxazolam
22308,CC[C@@H](OC(C)=O)C(C[C@@H](C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,Alphacetylmethadol
10007,CC(C)(N)CC1=CC=C(Cl)C=C1,Chlorphentermine
62281,CCC(=O)N(C1CCN(CC1)C(C)CC1=CC=CC=C1)C1=CC=CC=C1,Alpha-methylfentanyl
2441,C1C(=O)NC2=C(C=C(C=C2)Br)C(=N1)C3=CC=CC=N3,Bromazepam
2811,CCC1=CC2=C(S1)N(C)C(=O)CN=C2C1=CC=CC=C1Cl,Clotiazepam
62258,C[C@H](N)C(=O)C1=CC=CC=C1,Cathinone
222865,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,Androstanedione
60977,CC(=O)OC1(CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1,1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine
2707,OC(O)C(Cl)(Cl)Cl,Chloral hydrate
28204,[H][C@@]12CC[C@](C)(O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](C)CC2=CC(=O)CC[C@]12C,Calusterone
5359421,[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CC[C@@H]2O,Dihydromorphine
105039,CCNC(C)CC1=CC2=C(OCO2)C=C1,"3,4-Methylenedioxy-N-ethylamphetamine"
3369,CN1C2=C(C=C(Cl)C=C2)C(=NCC1=O)C1=CC=CC=C1F,Fludiazepam
5359929,[H][C@@]12OC3=C(OC)C=CC4=C3[C@@]11CC[N@+](C)([O-])[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Codeine-N-oxide
17150,[H][C@@]12CC[C@](C)(O)[C@@]1(C)C[C@@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C(C=O)=C[C@]12C,Formebolone
62279,CCC(=O)N(C1CCN(CC(O)C2=CC=CC=C2)CC1C)C1=CC=CC=C1,Beta-hydroxy-3-methylfentanyl
61996,CCC(=O)N(C1CCN(CCC2=CC=CC=C2)CC1C)C1=CC=CC=C1,3-Methylfentanyl
5362507,[H][C@@]12OC3=C(OCC4=CC=CC=C4)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,Benzylmorphine
5826,C[C@H](N)CC1=CC=CC=C1,Dextroamphetamine
10836,CN[C@@H](C)CC1=CC=CC=C1,Methamphetamine
443944,CN(C(C)=O)C1=C(I)C(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)=C(I)C(NC(C)=O)=C1I,Metrizamide
12460,CC1C(OCCN1C)C2=CC=CC=C2,Phendimetrazine
4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,Oxprenolol
5325,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,Sulfamerazine
5327,CC1=CC(C)=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=N1,Sulfamethazine
71371,[Na+].[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C([O-])=O.N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C(I)=C2)C(I)=C1)C([O-])=O,Liotrix
31401,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,Ursodeoxycholic acid
33746,CN1C2=C(C=C(Cl)C=C2)C2(OC(C)=CC(=O)N2CC1=O)C1=CC=CC=C1,Ketazolam
4890,ClC1=CC2=C(C=C1)N(CC1CC1)C(=O)CN=C2C1=CC=CC=C1,Prazepam
4999,C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,Quazepam
70789204,CO[C@@H]1C[C@H](C[C@H](C)C2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@@H](C)C[C@@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@H]3CC[C@H](C)[C@](O)(O3)C(=O)C(=O)N3CCCC[C@@H]3C(=O)O2)OC)CC[C@H]1OCCO,Everolimus
216457,OC(=O)CCC(O)=O.O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,Solifenacin
23925,[Fe],Iron
23994,[Zn],Zinc
4506,C1C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])C(=N1)C3=CC=CC=C3,Nitrazepam
104838,[H][C@]12CC(SCC\N=C\N)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,Imipenem
4912,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,Probucol
5468,CC(C1=CC=C(S1)C(=O)C2=CC=CC=C2)C(=O)O,Tiaprofenic acid
92727,CC(C)[C@H](N1CCCNC1=O)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)COC1=C(C)C=CC=C1C)CC1=CC=CC=C1,Lopinavir
441397,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OC(C)OC(=O)OCC,Bacampicillin
6087,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(OC)C=CC=C1OC)C(O)=O,Meticillin
33478,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)C(C)(C)C,Pivampicillin
115163,[H]C(=N[C@@H]1C(=O)N2[C@@H](C(=O)OCOC(=O)C(C)(C)C)C(C)(C)S[C@]12[H])N1CCCCCC1,Pivmecillinam
123630,[H][C@@]12CC(=O)N1[C@@H](C(O)=O)[C@](C)(CN1C=CN=N1)S2(=O)=O,Tazobactam
36921,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](C(O)=O)C1=CSC=C1)C(O)=O,Ticarcillin
214348,OC(=O)C1=CC=C(C=C1)N1N=C(N=C1C1=CC=CC=C1O)C1=CC=CC=C1O,Deferasirox
135413535,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,Valganciclovir
3652,CCN(CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl)CCO,Hydroxychloroquine
10026,CCCCCON=O,Amyl Nitrite
5284553,[O-][N+](=O)OC[C@@H](O[N+]([O-])=O)[C@H](CO[N+]([O-])=O)O[N+]([O-])=O,Erythrityl Tetranitrate
6077,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O,Acepromazine
26035,CC(CN1C2=CC=CC=C2SC2=C1C=C(C=C2)C(C)=O)N(C)C,Aceprometazine
3678,CCN(CCCC1=CC=CC=C1)CCCC1=CC=CC=C1,Alverine
23897,CCC1=C(NC2=C1C(=O)C(CC2)CN3CCOCC3)C,Molindone
11291,CN1CCC2=C(C1)C(C1=CC=CC=C21)C1=CC=CC=C1,Phenindamine
4761,CN(C)CCC(C1=CC=CC=C1)C1=CC=CC=N1,Pheniramine
62867,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCC(CCO)CC2)C=C1,Pipotiazine
9429,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,Thioproperazine
941651,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,Thiothixene
5311507,OCCN1CCN(CC\C=C2\C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,Zuclopenthixol
3775,CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C1=CC=CC=C1)C(C)C,Isopropamide
656509,[H][C@@]1(O[C@]([H])([C@H](NC(=O)C2C[C@@H](CCC)CN2C)[C@@H](C)O)[C@H](O)[C@H](O)[C@H]1O)SC,Lincomycin
123619,CC1=NC=C(C=C1)C2=NC=C(C=C2C3=CC=C(C=C3)S(=O)(=O)C)Cl,Etoricoxib
9427,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=O)NC1=O,5-Fluorouridine
5288596,CCCCCC1=CC=C(C=C1)C(=O)NC1=CC=C(C=C1)S(=O)(=O)N(CCN1CCOCC1)[C@H](C(C)C)C(=O)NO,SC-74020
15606,CCCCCCCCC(=O)OC,Methyl Nonanoate (Ester)
7339,O[C@H]1[C@@H](O)[C@@H](O[P@](O)(=O)OP(O)(O)=O)O[C@@H]1COP(O)(O)=O,Alpha-Phosphoribosylpyrophosphoric Acid
46936177,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](F)[C@H]([O-])O[C@@H]3CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,Deoxy-2-Fluoro-B-D-Cellotrioside
46936179,N[C@@H](C[C@H]1C=C(NNC2=CC=CC=N2)C(O)=CC1=O)C(O)=O,2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine
676443,CC1(C)N[C@@H](CS1)C(O)=O,"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine"
444637,CC(C)CCC[C@H](C)CCC[C@H](C)CCC[C@H](C)CCO,"3,7,11,15-Tetramethyl-Hexadecan-1-Ol"
5780,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-Sorbitol
5168640,CC1=C(O)C(C=O)=C(COP(O)(O)=O)C=[N+]1C,N-Methyl-Pyridoxal-5'-Phosphate
17753798,C[C@H]1CC(=O)NN=C1C1=CC=C(NC2=C(CC3=CC=CC(I)=C3)C(=O)CCC2)C=C1,"(5r)-6-(4-{[2-(3-Iodobenzyl)-3-Oxocyclohex-1-En-1-Yl]Amino}Phenyl)-5-Methyl-4,5-Dihydropyridazin-3(2h)-One"
445238,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,O1-Methyl-Glucose
9700,CC1=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C(=O)NC1=O,Thymidine-5'-Phosphate
449159,OC(=O)CCC1C2=CC=C(O)C=C2OC2=C1C=CC(O)=C2,"3,6-Dihydroxy-Xanthene-9-Propionic Acid"
5280961,OC1=CC=C(C=C1)C1=COC2=C(C(O)=CC(O)=C2)C1=O,Genistein
448580,[H][C@@](CCSC)(NC(C)=O)C(O)=O,N-Acetylmethionine
449190,CCCOC1=CC(=CC=C1OC)[C@]1(C)CNC(=O)O1,(R)-Mesopram
447600,CO[C@@H]1O[C@H](CO)[C@@H](S)[C@H](O)[C@H]1O,O1-Methyl-4-Deoxy-4-Thio-Beta-D-Glucose
135415790,CN1C=[N+]([C@@H]2O[C@H](CO[P@](O)(=O)O[P@](O)(=O)O[P@](O)(=O)OC[C@H]3O[C@H]([C@H](O)[C@@H]3O)N3C=NC4=C(N)N=CN=C34)[C@@H](O)[C@H]2O)C2=C1C(=O)N=C(N)N2,7-Methyl-Gpppa
637540,OC(=O)\C=C\C1=CC=CC=C1O,trans-2-hydroxycinnamic acid
445936,CO[C@@H]1O[C@@H]2CO[C@](C)(O[C@@H]2[C@H](O)[C@H]1O)C(O)=O,"Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside"
168718,CC(C)(CO[P@](O)(=O)O[P@](O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C1=CC=C(O)C=C1,4-Hydroxybenzoyl Coenzyme A
446821,O[C@@H](COP(O)(O)=O)[C@@H](O)[C@H](O)[C@H](O)C(O)=O,L-Guluronic Acid 6-Phosphate
449193,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,Roflumilast
46936181,N[C@@H](C[C@@H]1C\C(=N\[C@@H]2C[C@H]2C2=CC=CC=C2)C(O)=CC1=O)C(O)=O,"2-Amino-3-[4-Hydroxy-6-Oxo-3-(2-Phenyl-Cyclopropylimino)-Cyclohexa-1,4-Dienyl]-Propionic Acid"
5180212,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=CC=C(C)N=C1N,1'-Deazo-Thiamin Diphosphate
17754134,N[C@@H](CC1=CC=C2C=CC3=C(N=CC=C3)C2=N1)C(O)=O,"3-(1,10-Phenanthrol-2-Yl)-L-Alanine"
6324649,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)O[P@@](O)(=O)OP(O)(O)=S)[C@H](O)[C@H]1O,Adenosine-5'-Diphosphate Monothiophosphate
46936182,O[C@@H]1[C@@H](O)[C@@H](O[C@@H]1CO[P@]([O-])(=O)O[P@]([O-])(=O)OP([O-])([O-])=O)N1C=NC2=C1N=CN([C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)C2=N,Phosphoribosyl Atp
17754112,[H][C@@](C)(CC1=CC=CC=C1O)C(O)=O,Trans-O-Hydroxy-Alpha-Methyl Cinnamate
17753962,CC1=CC2=C3C=C(CCCCCCCCC(=O)N[C@H]4[C@H]5C[C@@H]6C[C@@H](C[C@H]4C6)C5)C=CN3[Ru++]34(N5C=CC=CC5=C5C=CC=CN35)(N3C=CC=CC3=C3C=CC=CN43)N2C=C1,"Lambda-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)"", ""Delta-Bis(2,2'-Bipyridine)-(5-Methyl-2-2'-Bipyridine)-C9-Adamantane Ruthenium (Ii)"
447195,N[C@@H](CC1=CONC1=O)C(O)=O,(S)-Des-Me-Ampa
4469371,NC1N=C2C=CC=CC2=N1,ZK-800270
65302,OS(=O)(=O)O[C@H]1[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@@H](OS(O)(=O)=O)[C@H](OS(O)(=O)=O)[C@@H]1OS(O)(=O)=O,D-Myo-Inositol-Hexasulphate
135403646,NC1=NC2=C(NN=N2)C(O)=N1,8-azaguanine
6323454,[H][C@]12CC(=O)O[C@]1([H])C1=C(C(=O)C3=C(C=CC=C3O)C1=O)[C@]([H])(C)O2,Nanaomycin D
7997,CCCOC(C)=O,Propyl Acetate
14309,O[Hg]C1=CC=C(C=C1)C(O)=O,4-(Hydroxymercury)Benzoic Acid
19,OC(=O)C1=CC=CC(O)=C1O,"2,3-Dihydroxy-Benzoic Acid"
46936185,C[C@@H](NC(=O)[C@@H](C)O[C@@H]1[C@@H](O)[C@H](CO)O[C@H](O[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=CC(=O)NC2=O)[C@H]1NC(C)=O)C(O)=O,Uridine-5'-Diphosphate-N-Acetylmuramoyl-L-Alanine
46936186,C[C@@H](O)[C@@H](N)C1=NC(Cc2cnc3cccc(F)c23)=C(O)N1CC(O)=O,[2-(1-Amino-2-Hydroxy-Propyl)-4-(4-Fluoro-1h-Indol-3-Ylmethyl)-5-Hydroxy-Imidazol-1-Yl]-Acetic Acid
46936187,CC(=C)C(=O)SCCNC(=O)CCNC(=O)[C@@H](O)C(C)(C)CO[P@](O)(=O)O[P@@](O)(=O)OC[C@@H]1O[C@H]([C@H](O)[C@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,Methacrylyl-Coenzyme A
8376,CC1=C(C=C(C=C1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O,Trinitrotoluene
5460307,[O-]C(=O)\C=C\C([O-])=O,Fumarate
46936188,CC(=O)N[C@@H](CC1=CC=C(OP(O)(O)=O)C(C=O)=C1)C(=O)N[C@@H]1CCCCN(CC2=CC=C(C=C2)C2=CC=CC=C2)C1=O,RU84687
448670,CCCO[P@](O)(=O)OP(O)(O)=O,Propyl Trihydrogen Diphosphate
2334,OC(=O)C1=C(C(O)=O)C(C(O)=O)=C(C(O)=O)C(C(O)=O)=C1C(O)=O,Benzene Hexacarboxylic Acid
4477692,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(C)N=C(C)N=C1N,6'-Methyl-Thiamin Diphosphate
46936189,CC(C)C[C@@H](NC(=O)[C@H](NC(=O)N[C@H](CC1=CC=CC=C1)C(O)=O)[C@H]1CCNC(=N)N1)C(=O)N[C@H](CC1=CC=CC=C1)C=O,Chymostatin
5289354,OC[C@@H](O)CSO,1-Hydroxy-1-Thio-Glycerol
46936190,OC[C@@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1O,"Mannobiose', 'Cellobiose', 'Beta-1,4-Galactobioside', 'Maltose"
2879,CC1=CC=C(O)C=C1,P-Cresol
1944,CC1=CC=CC=C1CC(=O)NC1=CC(C)=C(C(C)=C1)S(=O)(=O)NCC(O)=O,Inhibitor Idd 384
46936191,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@@H](CO[P@](O)(=O)OP(O)(=O)O[P@@](O)(=O)OC[C@@H]2O[C@H]([C@H](O)[C@H]2O)N2C=NC3=C2N=CN=C3N)[C@H](O)[C@H]1O,Bis(Adenosine)-5'-Triphosphate
5288607,CN(CC1=CN(C)C2=CC=CC=C12)C(=O)\C=C\C1=CN=C2NC(=O)CCC2=C1,Indole Naphthyridinone
446094,O[C@H](CS)[C@H](O)CS,"Dithioerythritol', '(2s,3s)-1,4-Dimercaptobutane-2,3-Diol', '1,4-Dithiothreitol"
5748447,NC(=O)C1=NN(C=N1)[C@@H]1O[C@@H](COP(O)(O)=O)[C@H](O)[C@H]1O,Ribavirin Monophosphate
447315,O[C@@H]([C@@H](O)C(O)=O)C(O)=O,D-tartaric acid
4469994,ONC(=O)CCCP([O-])([O-])=O,N-Hydroxy-4-Phosphono-Butanamide
1175,O=C1NC2=C(N1)C(=O)NC(=O)N2,"7,9-Dihydro-1h-Purine-2,6,8(3h)-Trione', 'Uric Acid"
46936192,OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](O)O[C@H]3CO)O[C@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,"Cellotriose', 'Amylotriose', 'Beta-1,4-Galactotrioside"
